game_title,year,season_field_hoopshype,player_name,overall_rating,certainty,source_url,access_date,notes
NBA 2K14,2014,2013,Stephen Curry,88,HIGH,https://www.hoopshype.com/nba-2k/players/stephen-curry/338365/,2026-09-20,Parsed from HoopsHype page __NEXT_DATA__ VideoGameRatings; community DB not 2K Sports official.
NBA 2K13,2013,2012,Stephen Curry,82,HIGH,https://www.hoopshype.com/nba-2k/players/stephen-curry/338365/,2026-09-20,Parsed from HoopsHype page __NEXT_DATA__ VideoGameRatings; community DB not 2K Sports official.
NBA 2K12,2012,2011,Stephen Curry,80,HIGH,https://www.hoopshype.com/nba-2k/players/stephen-curry/338365/,2026-09-20,Parsed from HoopsHype page __NEXT_DATA__ VideoGameRatings; community DB not 2K Sports official.
NBA 2K11,2011,2010,Stephen Curry,80,HIGH,https://www.hoopshype.com/nba-2k/players/stephen-curry/338365/,2026-09-20,Parsed from HoopsHype page __NEXT_DATA__ VideoGameRatings; community DB not 2K Sports official.
NBA 2K10,2010,2009,Stephen Curry,69,HIGH,https://www.hoopshype.com/nba-2k/players/stephen-curry/338365/,2026-09-20,Parsed from HoopsHype page __NEXT_DATA__ VideoGameRatings; community DB not 2K Sports official.
NBA 2K27,2027,2026,Giannis Antetokounmpo,96,HIGH,https://www.hoopshype.com/nba-2k/players/giannis-antetokounmpo/739957/,2026-09-20,Parsed from HoopsHype page __NEXT_DATA__ VideoGameRatings; community DB not 2K Sports official.
NBA 2K26,2026,2025,Giannis Antetokounmpo,97,HIGH,https://www.hoopshype.com/nba-2k/players/giannis-antetokounmpo/739957/,2026-09-20,Parsed from HoopsHype page __NEXT_DATA__ VideoGameRatings; community DB not 2K Sports official.
NBA 2K25,2025,2024,Giannis Antetokounmpo,97,HIGH,https://www.hoopshype.com/nba-2k/players/giannis-antetokounmpo/739957/,2026-09-20,Parsed from HoopsHype page __NEXT_DATA__ VideoGameRatings; community DB not 2K Sports official.
NBA 2K24,2024,2023,Giannis Antetokounmpo,96,HIGH,https://www.hoopshype.com/nba-2k/players/giannis-antetokounmpo/739957/,2026-09-20,Parsed from HoopsHype page __NEXT_DATA__ VideoGameRatings; community DB not 2K Sports official.
NBA 2K23,2023,2022,Giannis Antetokounmpo,97,HIGH,https://www.hoopshype.com/nba-2k/players/giannis-antetokounmpo/739957/,2026-09-20,Parsed from HoopsHype page __NEXT_DATA__ VideoGameRatings; community DB not 2K Sports official.
NBA 2K22,2022,2021,Giannis Antetokounmpo,96,HIGH,https://www.hoopshype.com/nba-2k/players/giannis-antetokounmpo/739957/,2026-09-20,Parsed from HoopsHype page __NEXT_DATA__ VideoGameRatings; community DB not 2K Sports official.
NBA 2K21,2021,2020,Giannis Antetokounmpo,97,HIGH,https://www.hoopshype.com/nba-2k/players/giannis-antetokounmpo/739957/,2026-09-20,Parsed from HoopsHype page __NEXT_DATA__ VideoGameRatings; community DB not 2K Sports official.
NBA 2K20,2020,2019,Giannis Antetokounmpo,96,HIGH,https://www.hoopshype.com/nba-2k/players/giannis-antetokounmpo/739957/,2026-09-20,Parsed from HoopsHype page __NEXT_DATA__ VideoGameRatings; community DB not 2K Sports official.
NBA 2K19,2019,2018,Giannis Antetokounmpo,94,HIGH,https://www.hoopshype.com/nba-2k/players/giannis-antetokounmpo/739957/,2026-09-20,Parsed from HoopsHype page __NEXT_DATA__ VideoGameRatings; community DB not 2K Sports official.
NBA 2K18,2018,2017,Giannis Antetokounmpo,91,HIGH,https://www.hoopshype.com/nba-2k/players/giannis-antetokounmpo/739957/,2026-09-20,Parsed from HoopsHype page __NEXT_DATA__ VideoGameRatings; community DB not 2K Sports official.
NBA 2K17,2017,2016,Giannis Antetokounmpo,83,HIGH,https://www.hoopshype.com/nba-2k/players/giannis-antetokounmpo/739957/,2026-09-20,Parsed from HoopsHype page __NEXT_DATA__ VideoGameRatings; community DB not 2K Sports official.
NBA 2K16,2016,2015,Giannis Antetokounmpo,81,HIGH,https://www.hoopshype.com/nba-2k/players/giannis-antetokounmpo/739957/,2026-09-20,Parsed from HoopsHype page __NEXT_DATA__ VideoGameRatings; community DB not 2K Sports official.
NBA 2K15,2015,2014,Giannis Antetokounmpo,74,HIGH,https://www.hoopshype.com/nba-2k/players/giannis-antetokounmpo/739957/,2026-09-20,Parsed from HoopsHype page __NEXT_DATA__ VideoGameRatings; community DB not 2K Sports official.
NBA 2K14,2014,2013,Giannis Antetokounmpo,60,HIGH,https://www.hoopshype.com/nba-2k/players/giannis-antetokounmpo/739957/,2026-09-20,Parsed from HoopsHype page __NEXT_DATA__ VideoGameRatings; community DB not 2K Sports official.
NBA 2K27,2027,2026,Kevin Durant,93,HIGH,https://www.hoopshype.com/nba-2k/players/kevin-durant/329525/,2026-09-20,Parsed from HoopsHype page __NEXT_DATA__ VideoGameRatings; community DB not 2K Sports official.
NBA 2K26,2026,2025,Kevin Durant,93,HIGH,https://www.hoopshype.com/nba-2k/players/kevin-durant/329525/,2026-09-20,Parsed from HoopsHype page __NEXT_DATA__ VideoGameRatings; community DB not 2K Sports official.
NBA 2K25,2025,2024,Kevin Durant,94,HIGH,https://www.hoopshype.com/nba-2k/players/kevin-durant/329525/,2026-09-20,Parsed from HoopsHype page __NEXT_DATA__ VideoGameRatings; community DB not 2K Sports official.
NBA 2K24,2024,2023,Kevin Durant,96,HIGH,https://www.hoopshype.com/nba-2k/players/kevin-durant/329525/,2026-09-20,Parsed from HoopsHype page __NEXT_DATA__ VideoGameRatings; community DB not 2K Sports official.
NBA 2K23,2023,2022,Kevin Durant,96,HIGH,https://www.hoopshype.com/nba-2k/players/kevin-durant/329525/,2026-09-20,Parsed from HoopsHype page __NEXT_DATA__ VideoGameRatings; community DB not 2K Sports official.
NBA 2K22,2022,2021,Kevin Durant,96,HIGH,https://www.hoopshype.com/nba-2k/players/kevin-durant/329525/,2026-09-20,Parsed from HoopsHype page __NEXT_DATA__ VideoGameRatings; community DB not 2K Sports official.
NBA 2K21,2021,2020,Kevin Durant,95,HIGH,https://www.hoopshype.com/nba-2k/players/kevin-durant/329525/,2026-09-20,Parsed from HoopsHype page __NEXT_DATA__ VideoGameRatings; community DB not 2K Sports official.
NBA 2K20,2020,2019,Kevin Durant,96,HIGH,https://www.hoopshype.com/nba-2k/players/kevin-durant/329525/,2026-09-20,Parsed from HoopsHype page __NEXT_DATA__ VideoGameRatings; community DB not 2K Sports official.
NBA 2K19,2019,2018,Kevin Durant,97,HIGH,https://www.hoopshype.com/nba-2k/players/kevin-durant/329525/,2026-09-20,Parsed from HoopsHype page __NEXT_DATA__ VideoGameRatings; community DB not 2K Sports official.
NBA 2K18,2018,2017,Kevin Durant,96,HIGH,https://www.hoopshype.com/nba-2k/players/kevin-durant/329525/,2026-09-20,Parsed from HoopsHype page __NEXT_DATA__ VideoGameRatings; community DB not 2K Sports official.
NBA 2K17,2017,2016,Kevin Durant,93,HIGH,https://www.hoopshype.com/nba-2k/players/kevin-durant/329525/,2026-09-20,Parsed from HoopsHype page __NEXT_DATA__ VideoGameRatings; community DB not 2K Sports official.
NBA 2K16,2016,2015,Kevin Durant,91,HIGH,https://www.hoopshype.com/nba-2k/players/kevin-durant/329525/,2026-09-20,Parsed from HoopsHype page __NEXT_DATA__ VideoGameRatings; community DB not 2K Sports official.
NBA 2K15,2015,2014,Kevin Durant,95,HIGH,https://www.hoopshype.com/nba-2k/players/kevin-durant/329525/,2026-09-20,Parsed from HoopsHype page __NEXT_DATA__ VideoGameRatings; community DB not 2K Sports official.
NBA 2K14,2014,2013,Kevin Durant,94,HIGH,https://www.hoopshype.com/nba-2k/players/kevin-durant/329525/,2026-09-20,Parsed from HoopsHype page __NEXT_DATA__ VideoGameRatings; community DB not 2K Sports official.
NBA 2K13,2013,2012,Kevin Durant,94,HIGH,https://www.hoopshype.com/nba-2k/players/kevin-durant/329525/,2026-09-20,Parsed from HoopsHype page __NEXT_DATA__ VideoGameRatings; community DB not 2K Sports official.
NBA 2K12,2012,2011,Kevin Durant,92,HIGH,https://www.hoopshype.com/nba-2k/players/kevin-durant/329525/,2026-09-20,Parsed from HoopsHype page __NEXT_DATA__ VideoGameRatings; community DB not 2K Sports official.
NBA 2K11,2011,2010,Kevin Durant,91,HIGH,https://www.hoopshype.com/nba-2k/players/kevin-durant/329525/,2026-09-20,Parsed from HoopsHype page __NEXT_DATA__ VideoGameRatings; community DB not 2K Sports official.
NBA 2K10,2010,2009,Kevin Durant,82,HIGH,https://www.hoopshype.com/nba-2k/players/kevin-durant/329525/,2026-09-20,Parsed from HoopsHype page __NEXT_DATA__ VideoGameRatings; community DB not 2K Sports official.
NBA 2K9,,2008,Kevin Durant,83,HIGH,https://www.hoopshype.com/nba-2k/players/kevin-durant/329525/,2026-09-20,Parsed from HoopsHype page __NEXT_DATA__ VideoGameRatings; community DB not 2K Sports official.
NBA 2K8,,2007,Kevin Durant,80,HIGH,https://www.hoopshype.com/nba-2k/players/kevin-durant/329525/,2026-09-20,Parsed from HoopsHype page __NEXT_DATA__ VideoGameRatings; community DB not 2K Sports official.
NBA 2K27,2027,2026,LeBron James,91,HIGH,https://www.hoopshype.com/nba-2k/players/lebron-james/214152/,2026-09-20,Parsed from HoopsHype page __NEXT_DATA__ VideoGameRatings; community DB not 2K Sports official.
NBA 2K26,2026,2025,LeBron James,94,HIGH,https://www.hoopshype.com/nba-2k/players/lebron-james/214152/,2026-09-20,Parsed from HoopsHype page __NEXT_DATA__ VideoGameRatings; community DB not 2K Sports official.
NBA 2K25,2025,2024,LeBron James,95,HIGH,https://www.hoopshype.com/nba-2k/players/lebron-james/214152/,2026-09-20,Parsed from HoopsHype page __NEXT_DATA__ VideoGameRatings; community DB not 2K Sports official.
NBA 2K24,2024,2023,LeBron James,96,HIGH,https://www.hoopshype.com/nba-2k/players/lebron-james/214152/,2026-09-20,Parsed from HoopsHype page __NEXT_DATA__ VideoGameRatings; community DB not 2K Sports official.
NBA 2K23,2023,2022,LeBron James,96,HIGH,https://www.hoopshype.com/nba-2k/players/lebron-james/214152/,2026-09-20,Parsed from HoopsHype page __NEXT_DATA__ VideoGameRatings; community DB not 2K Sports official.
NBA 2K22,2022,2021,LeBron James,96,HIGH,https://www.hoopshype.com/nba-2k/players/lebron-james/214152/,2026-09-20,Parsed from HoopsHype page __NEXT_DATA__ VideoGameRatings; community DB not 2K Sports official.
NBA 2K21,2021,2020,LeBron James,97,HIGH,https://www.hoopshype.com/nba-2k/players/lebron-james/214152/,2026-09-20,Parsed from HoopsHype page __NEXT_DATA__ VideoGameRatings; community DB not 2K Sports official.
NBA 2K20,2020,2019,LeBron James,97,HIGH,https://www.hoopshype.com/nba-2k/players/lebron-james/214152/,2026-09-20,Parsed from HoopsHype page __NEXT_DATA__ VideoGameRatings; community DB not 2K Sports official.
NBA 2K19,2019,2018,LeBron James,98,HIGH,https://www.hoopshype.com/nba-2k/players/lebron-james/214152/,2026-09-20,Parsed from HoopsHype page __NEXT_DATA__ VideoGameRatings; community DB not 2K Sports official.
NBA 2K18,2018,2017,LeBron James,97,HIGH,https://www.hoopshype.com/nba-2k/players/lebron-james/214152/,2026-09-20,Parsed from HoopsHype page __NEXT_DATA__ VideoGameRatings; community DB not 2K Sports official.
NBA 2K17,2017,2016,LeBron James,96,HIGH,https://www.hoopshype.com/nba-2k/players/lebron-james/214152/,2026-09-20,Parsed from HoopsHype page __NEXT_DATA__ VideoGameRatings; community DB not 2K Sports official.
NBA 2K16,2016,2015,LeBron James,94,HIGH,https://www.hoopshype.com/nba-2k/players/lebron-james/214152/,2026-09-20,Parsed from HoopsHype page __NEXT_DATA__ VideoGameRatings; community DB not 2K Sports official.
NBA 2K15,2015,2014,LeBron James,98,HIGH,https://www.hoopshype.com/nba-2k/players/lebron-james/214152/,2026-09-20,Parsed from HoopsHype page __NEXT_DATA__ VideoGameRatings; community DB not 2K Sports official.
NBA 2K14,2014,2013,LeBron James,99,HIGH,https://www.hoopshype.com/nba-2k/players/lebron-james/214152/,2026-09-20,Parsed from HoopsHype page __NEXT_DATA__ VideoGameRatings; community DB not 2K Sports official.
NBA 2K13,2013,2012,LeBron James,98,HIGH,https://www.hoopshype.com/nba-2k/players/lebron-james/214152/,2026-09-20,Parsed from HoopsHype page __NEXT_DATA__ VideoGameRatings; community DB not 2K Sports official.
NBA 2K12,2012,2011,LeBron James,98,HIGH,https://www.hoopshype.com/nba-2k/players/lebron-james/214152/,2026-09-20,Parsed from HoopsHype page __NEXT_DATA__ VideoGameRatings; community DB not 2K Sports official.
NBA 2K11,2011,2010,LeBron James,97,HIGH,https://www.hoopshype.com/nba-2k/players/lebron-james/214152/,2026-09-20,Parsed from HoopsHype page __NEXT_DATA__ VideoGameRatings; community DB not 2K Sports official.
NBA 2K10,2010,2009,LeBron James,96,HIGH,https://www.hoopshype.com/nba-2k/players/lebron-james/214152/,2026-09-20,Parsed from HoopsHype page __NEXT_DATA__ VideoGameRatings; community DB not 2K Sports official.
NBA 2K9,,2008,LeBron James,99,HIGH,https://www.hoopshype.com/nba-2k/players/lebron-james/214152/,2026-09-20,Parsed from HoopsHype page __NEXT_DATA__ VideoGameRatings; community DB not 2K Sports official.
NBA 2K8,,2007,LeBron James,97,HIGH,https://www.hoopshype.com/nba-2k/players/lebron-james/214152/,2026-09-20,Parsed from HoopsHype page __NEXT_DATA__ VideoGameRatings; community DB not 2K Sports official.
NBA 2K7,,2006,LeBron James,98,HIGH,https://www.hoopshype.com/nba-2k/players/lebron-james/214152/,2026-09-20,Parsed from HoopsHype page __NEXT_DATA__ VideoGameRatings; community DB not 2K Sports official.
NBA 2K6,,2005,LeBron James,97,HIGH,https://www.hoopshype.com/nba-2k/players/lebron-james/214152/,2026-09-20,Parsed from HoopsHype page __NEXT_DATA__ VideoGameRatings; community DB not 2K Sports official.
NBA 2K5,,2004,LeBron James,88,HIGH,https://www.hoopshype.com/nba-2k/players/lebron-james/214152/,2026-09-20,Parsed from HoopsHype page __NEXT_DATA__ VideoGameRatings; community DB not 2K Sports official.
NBA 2K4,,2003,LeBron James,78,HIGH,https://www.hoopshype.com/nba-2k/players/lebron-james/214152/,2026-09-20,Parsed from HoopsHype page __NEXT_DATA__ VideoGameRatings; community DB not 2K Sports official.
NBA 2K27,2027,,Nikola Jokic,97,MEDIUM,https://www.hoopshype.com/nba-2k/players/?game=nba-2k27,2026-09-20,From HoopsHype NBA 2K27 rankings listing __NEXT_DATA__; snapshot may move with weekly updates. UNCERTAIN vs launch roster freeze.
NBA 2K27,2027,,Shai Gilgeous-Alexander,97,MEDIUM,https://www.hoopshype.com/nba-2k/players/?game=nba-2k27,2026-09-20,From HoopsHype NBA 2K27 rankings listing __NEXT_DATA__; snapshot may move with weekly updates. UNCERTAIN vs launch roster freeze.
NBA 2K27,2027,,Victor Wembanyama,97,MEDIUM,https://www.hoopshype.com/nba-2k/players/?game=nba-2k27,2026-09-20,From HoopsHype NBA 2K27 rankings listing __NEXT_DATA__; snapshot may move with weekly updates. UNCERTAIN vs launch roster freeze.
NBA 2K27,2027,,Giannis Antetokounmpo,96,MEDIUM,https://www.hoopshype.com/nba-2k/players/?game=nba-2k27,2026-09-20,From HoopsHype NBA 2K27 rankings listing __NEXT_DATA__; snapshot may move with weekly updates. UNCERTAIN vs launch roster freeze.
NBA 2K27,2027,,Jalen Brunson,96,MEDIUM,https://www.hoopshype.com/nba-2k/players/?game=nba-2k27,2026-09-20,From HoopsHype NBA 2K27 rankings listing __NEXT_DATA__; snapshot may move with weekly updates. UNCERTAIN vs launch roster freeze.
NBA 2K27,2027,,Luka Doncic,96,MEDIUM,https://www.hoopshype.com/nba-2k/players/?game=nba-2k27,2026-09-20,From HoopsHype NBA 2K27 rankings listing __NEXT_DATA__; snapshot may move with weekly updates. UNCERTAIN vs launch roster freeze.
NBA 2K27,2027,,Anthony Edwards,95,MEDIUM,https://www.hoopshype.com/nba-2k/players/?game=nba-2k27,2026-09-20,From HoopsHype NBA 2K27 rankings listing __NEXT_DATA__; snapshot may move with weekly updates. UNCERTAIN vs launch roster freeze.
NBA 2K27,2027,,Cade Cunningham,94,MEDIUM,https://www.hoopshype.com/nba-2k/players/?game=nba-2k27,2026-09-20,From HoopsHype NBA 2K27 rankings listing __NEXT_DATA__; snapshot may move with weekly updates. UNCERTAIN vs launch roster freeze.
NBA 2K27,2027,,Donovan Mitchell,93,MEDIUM,https://www.hoopshype.com/nba-2k/players/?game=nba-2k27,2026-09-20,From HoopsHype NBA 2K27 rankings listing __NEXT_DATA__; snapshot may move with weekly updates. UNCERTAIN vs launch roster freeze.
NBA 2K27,2027,,Jayson Tatum,93,MEDIUM,https://www.hoopshype.com/nba-2k/players/?game=nba-2k27,2026-09-20,From HoopsHype NBA 2K27 rankings listing __NEXT_DATA__; snapshot may move with weekly updates. UNCERTAIN vs launch roster freeze.
NBA 2K27,2027,,Karl-Anthony Towns,93,MEDIUM,https://www.hoopshype.com/nba-2k/players/?game=nba-2k27,2026-09-20,From HoopsHype NBA 2K27 rankings listing __NEXT_DATA__; snapshot may move with weekly updates. UNCERTAIN vs launch roster freeze.
NBA 2K27,2027,,Kawhi Leonard,93,MEDIUM,https://www.hoopshype.com/nba-2k/players/?game=nba-2k27,2026-09-20,From HoopsHype NBA 2K27 rankings listing __NEXT_DATA__; snapshot may move with weekly updates. UNCERTAIN vs launch roster freeze.
NBA 2K27,2027,,Kevin Durant,93,MEDIUM,https://www.hoopshype.com/nba-2k/players/?game=nba-2k27,2026-09-20,From HoopsHype NBA 2K27 rankings listing __NEXT_DATA__; snapshot may move with weekly updates. UNCERTAIN vs launch roster freeze.
NBA 2K27,2027,,Stephen Curry,93,MEDIUM,https://www.hoopshype.com/nba-2k/players/?game=nba-2k27,2026-09-20,From HoopsHype NBA 2K27 rankings listing __NEXT_DATA__; snapshot may move with weekly updates. UNCERTAIN vs launch roster freeze.
NBA 2K27,2027,,Tyrese Maxey,92,MEDIUM,https://www.hoopshype.com/nba-2k/players/?game=nba-2k27,2026-09-20,From HoopsHype NBA 2K27 rankings listing __NEXT_DATA__; snapshot may move with weekly updates. UNCERTAIN vs launch roster freeze.
NBA 2K27,2027,,Devin Booker,91,MEDIUM,https://www.hoopshype.com/nba-2k/players/?game=nba-2k27,2026-09-20,From HoopsHype NBA 2K27 rankings listing __NEXT_DATA__; snapshot may move with weekly updates. UNCERTAIN vs launch roster freeze.
NBA 2K27,2027,,Jaylen Brown,91,MEDIUM,https://www.hoopshype.com/nba-2k/players/?game=nba-2k27,2026-09-20,From HoopsHype NBA 2K27 rankings listing __NEXT_DATA__; snapshot may move with weekly updates. UNCERTAIN vs launch roster freeze.
NBA 2K27,2027,,Joel Embiid,91,MEDIUM,https://www.hoopshype.com/nba-2k/players/?game=nba-2k27,2026-09-20,From HoopsHype NBA 2K27 rankings listing __NEXT_DATA__; snapshot may move with weekly updates. UNCERTAIN vs launch roster freeze.
NBA 2K27,2027,,LeBron James,91,MEDIUM,https://www.hoopshype.com/nba-2k/players/?game=nba-2k27,2026-09-20,From HoopsHype NBA 2K27 rankings listing __NEXT_DATA__; snapshot may move with weekly updates. UNCERTAIN vs launch roster freeze.
NBA 2K27,2027,,Anthony Davis,90,MEDIUM,https://www.hoopshype.com/nba-2k/players/?game=nba-2k27,2026-09-20,From HoopsHype NBA 2K27 rankings listing __NEXT_DATA__; snapshot may move with weekly updates. UNCERTAIN vs launch roster freeze.
NBA 2K27,2027,,Tyrese Haliburton,90,MEDIUM,https://www.hoopshype.com/nba-2k/players/?game=nba-2k27,2026-09-20,From HoopsHype NBA 2K27 rankings listing __NEXT_DATA__; snapshot may move with weekly updates. UNCERTAIN vs launch roster freeze.
