team,role,name,title,source_url,as_of,confidence
Indiana Pacers,scouting,KJ Pritchard,Scout,https://www.gainbridgefieldhouse.com/assets/doc/Directory_051926-b8cf74bede.pdf,2026-09-19,high
Indiana Pacers,scouting,Dave Severns,Scout,https://www.gainbridgefieldhouse.com/assets/doc/Directory_051926-b8cf74bede.pdf,2026-09-19,high
Indiana Pacers,scouting,Scott Simpson,Scout,https://www.gainbridgefieldhouse.com/assets/doc/Directory_051926-b8cf74bede.pdf,2026-09-19,high
Indiana Pacers,medical,Erik Huddleston,Head Athletic Performance Coach,https://www.gainbridgefieldhouse.com/assets/doc/Directory_051926-b8cf74bede.pdf,2026-09-19,high
Indiana Pacers,analytics,Preston Klaus,Basketball Strategy Analyst,https://www.gainbridgefieldhouse.com/assets/doc/Directory_051926-b8cf74bede.pdf,2026-09-19,high
Indiana Pacers,analytics,Colin Barrett,Pacers Performance Data Analyst,https://www.gainbridgefieldhouse.com/assets/doc/Directory_051926-b8cf74bede.pdf,2026-09-19,high
Indiana Pacers,analytics,Lauren James,Coaching Analytics Manager,https://www.gainbridgefieldhouse.com/assets/doc/Directory_051926-b8cf74bede.pdf,2026-09-19,high
Indiana Pacers,analytics,Yashwant Kumar,Basketball Data Analyst,https://www.gainbridgefieldhouse.com/assets/doc/Directory_051926-b8cf74bede.pdf,2026-09-19,high
Indiana Pacers,analytics,Hersh Gupta,Basketball Analytics Associate,https://www.gainbridgefieldhouse.com/assets/doc/Directory_051926-b8cf74bede.pdf,2026-09-19,high
Indiana Pacers,analytics,Grant Cottingham,Basketball Systems Developer,https://www.gainbridgefieldhouse.com/assets/doc/Directory_051926-b8cf74bede.pdf,2026-09-19,high
Indiana Pacers,business,Matt Albrecht,EVP & Chief Financial Officer,https://www.gainbridgefieldhouse.com/assets/doc/Directory_051926-b8cf74bede.pdf,2026-09-19,high
Indiana Pacers,business,Joseph Graziano III,EVP & Chief Commercial Officer,https://www.gainbridgefieldhouse.com/assets/doc/Directory_051926-b8cf74bede.pdf,2026-09-19,high
Indiana Pacers,business,Frank Pulice,EVP & Chief Legal Officer,https://www.gainbridgefieldhouse.com/assets/doc/Directory_051926-b8cf74bede.pdf,2026-09-19,high
Indiana Pacers,business,Donna Wilkinson,EVP & Chief People Officer,https://www.gainbridgefieldhouse.com/assets/doc/Directory_051926-b8cf74bede.pdf,2026-09-19,high
