season_end_year,season_label,decade,metric,position,value_display,value_numeric,unit,source_url,as_of,confidence,notes
1952,1951-52,1950s,avg_height_by_position,C,6'8.5'',80.5,inches,https://runrepeat.com/height-evolution-in-the-nba,2026-09-19,HIGH-MEDIUM,Position labels are era-conventional; RunRepeat notes incomplete data pre-1951/52 for some series
1953,1952-53,1950s,avg_height_league,,6'3.72'',75.72,inches,https://runrepeat.com/height-evolution-in-the-nba,2026-09-19,HIGH,Unweighted mean listed height of players with season record; RunRepeat table 'Average height in the NBA by season'
1953,1952-53,1950s,avg_weight_league,,195,195.0,lbs,https://runrepeat.com/height-evolution-in-the-nba,2026-09-19,HIGH,RunRepeat table 'Average weight in the NBA by season'; blank 1950–51 in source omitted
1953,1952-53,1950s,avg_height_rookies,,6'3.4'',75.4,inches,https://runrepeat.com/height-evolution-in-the-nba,2026-09-19,HIGH,RunRepeat table 'Average rookie height in the NBA'
1953,1952-53,1950s,avg_height_by_position,PG,6'0.0'',72.0,inches,https://runrepeat.com/height-evolution-in-the-nba,2026-09-19,HIGH-MEDIUM,Position labels are era-conventional; RunRepeat notes incomplete data pre-1951/52 for some series
1953,1952-53,1950s,avg_height_by_position,SG,6'1.7'',73.7,inches,https://runrepeat.com/height-evolution-in-the-nba,2026-09-19,HIGH-MEDIUM,Position labels are era-conventional; RunRepeat notes incomplete data pre-1951/52 for some series
1953,1952-53,1950s,avg_height_by_position,SF,6'4.4'',76.4,inches,https://runrepeat.com/height-evolution-in-the-nba,2026-09-19,HIGH-MEDIUM,Position labels are era-conventional; RunRepeat notes incomplete data pre-1951/52 for some series
1953,1952-53,1950s,avg_height_by_position,PF,6'6.9'',78.9,inches,https://runrepeat.com/height-evolution-in-the-nba,2026-09-19,HIGH-MEDIUM,Position labels are era-conventional; RunRepeat notes incomplete data pre-1951/52 for some series
1953,1952-53,1950s,avg_height_by_position,C,6'8.5'',80.5,inches,https://runrepeat.com/height-evolution-in-the-nba,2026-09-19,HIGH-MEDIUM,Position labels are era-conventional; RunRepeat notes incomplete data pre-1951/52 for some series
1954,1953-54,1950s,avg_height_league,,6'4.15'',76.15,inches,https://runrepeat.com/height-evolution-in-the-nba,2026-09-19,HIGH,Unweighted mean listed height of players with season record; RunRepeat table 'Average height in the NBA by season'
1954,1953-54,1950s,avg_weight_league,,196,196.0,lbs,https://runrepeat.com/height-evolution-in-the-nba,2026-09-19,HIGH,RunRepeat table 'Average weight in the NBA by season'; blank 1950–51 in source omitted
1954,1953-54,1950s,avg_height_rookies,,6'4.4'',76.4,inches,https://runrepeat.com/height-evolution-in-the-nba,2026-09-19,HIGH,RunRepeat table 'Average rookie height in the NBA'
1954,1953-54,1950s,avg_height_by_position,PG,6'0.1'',72.1,inches,https://runrepeat.com/height-evolution-in-the-nba,2026-09-19,HIGH-MEDIUM,Position labels are era-conventional; RunRepeat notes incomplete data pre-1951/52 for some series
1954,1953-54,1950s,avg_height_by_position,SG,6'1.7'',73.7,inches,https://runrepeat.com/height-evolution-in-the-nba,2026-09-19,HIGH-MEDIUM,Position labels are era-conventional; RunRepeat notes incomplete data pre-1951/52 for some series
1954,1953-54,1950s,avg_height_by_position,SF,6'4.9'',76.9,inches,https://runrepeat.com/height-evolution-in-the-nba,2026-09-19,HIGH-MEDIUM,Position labels are era-conventional; RunRepeat notes incomplete data pre-1951/52 for some series
1954,1953-54,1950s,avg_height_by_position,PF,6'6.5'',78.5,inches,https://runrepeat.com/height-evolution-in-the-nba,2026-09-19,HIGH-MEDIUM,Position labels are era-conventional; RunRepeat notes incomplete data pre-1951/52 for some series
1954,1953-54,1950s,avg_height_by_position,C,6'8.9'',80.9,inches,https://runrepeat.com/height-evolution-in-the-nba,2026-09-19,HIGH-MEDIUM,Position labels are era-conventional; RunRepeat notes incomplete data pre-1951/52 for some series
1955,1954-55,1950s,avg_height_league,,6'4.34'',76.34,inches,https://runrepeat.com/height-evolution-in-the-nba,2026-09-19,HIGH,Unweighted mean listed height of players with season record; RunRepeat table 'Average height in the NBA by season'
1955,1954-55,1950s,avg_weight_league,,195,195.0,lbs,https://runrepeat.com/height-evolution-in-the-nba,2026-09-19,HIGH,RunRepeat table 'Average weight in the NBA by season'; blank 1950–51 in source omitted
1955,1954-55,1950s,avg_height_rookies,,6'4.0'',76.0,inches,https://runrepeat.com/height-evolution-in-the-nba,2026-09-19,HIGH,RunRepeat table 'Average rookie height in the NBA'
1955,1954-55,1950s,avg_height_by_position,PG,6'1.3'',73.3,inches,https://runrepeat.com/height-evolution-in-the-nba,2026-09-19,HIGH-MEDIUM,Position labels are era-conventional; RunRepeat notes incomplete data pre-1951/52 for some series
1955,1954-55,1950s,avg_height_by_position,SG,6'2.1'',74.1,inches,https://runrepeat.com/height-evolution-in-the-nba,2026-09-19,HIGH-MEDIUM,Position labels are era-conventional; RunRepeat notes incomplete data pre-1951/52 for some series
1955,1954-55,1950s,avg_height_by_position,SF,6'4.5'',76.5,inches,https://runrepeat.com/height-evolution-in-the-nba,2026-09-19,HIGH-MEDIUM,Position labels are era-conventional; RunRepeat notes incomplete data pre-1951/52 for some series
1955,1954-55,1950s,avg_height_by_position,PF,6'6.8'',78.8,inches,https://runrepeat.com/height-evolution-in-the-nba,2026-09-19,HIGH-MEDIUM,Position labels are era-conventional; RunRepeat notes incomplete data pre-1951/52 for some series
1955,1954-55,1950s,avg_height_by_position,C,6'8.8'',80.8,inches,https://runrepeat.com/height-evolution-in-the-nba,2026-09-19,HIGH-MEDIUM,Position labels are era-conventional; RunRepeat notes incomplete data pre-1951/52 for some series
1956,1955-56,1950s,avg_height_league,,6'4.97'',76.97,inches,https://runrepeat.com/height-evolution-in-the-nba,2026-09-19,HIGH,Unweighted mean listed height of players with season record; RunRepeat table 'Average height in the NBA by season'
1956,1955-56,1950s,avg_weight_league,,200,200.0,lbs,https://runrepeat.com/height-evolution-in-the-nba,2026-09-19,HIGH,RunRepeat table 'Average weight in the NBA by season'; blank 1950–51 in source omitted
1956,1955-56,1950s,avg_height_rookies,,6'4.9'',76.9,inches,https://runrepeat.com/height-evolution-in-the-nba,2026-09-19,HIGH,RunRepeat table 'Average rookie height in the NBA'
1956,1955-56,1950s,avg_height_by_position,PG,6'1.1'',73.1,inches,https://runrepeat.com/height-evolution-in-the-nba,2026-09-19,HIGH-MEDIUM,Position labels are era-conventional; RunRepeat notes incomplete data pre-1951/52 for some series
1956,1955-56,1950s,avg_height_by_position,SG,6'3.0'',75.0,inches,https://runrepeat.com/height-evolution-in-the-nba,2026-09-19,HIGH-MEDIUM,Position labels are era-conventional; RunRepeat notes incomplete data pre-1951/52 for some series
1956,1955-56,1950s,avg_height_by_position,SF,6'4.9'',76.9,inches,https://runrepeat.com/height-evolution-in-the-nba,2026-09-19,HIGH-MEDIUM,Position labels are era-conventional; RunRepeat notes incomplete data pre-1951/52 for some series
1956,1955-56,1950s,avg_height_by_position,PF,6'7.1'',79.1,inches,https://runrepeat.com/height-evolution-in-the-nba,2026-09-19,HIGH-MEDIUM,Position labels are era-conventional; RunRepeat notes incomplete data pre-1951/52 for some series
1956,1955-56,1950s,avg_height_by_position,C,6'8.9'',80.9,inches,https://runrepeat.com/height-evolution-in-the-nba,2026-09-19,HIGH-MEDIUM,Position labels are era-conventional; RunRepeat notes incomplete data pre-1951/52 for some series
1957,1956-57,1950s,avg_height_league,,6'4.98'',76.98,inches,https://runrepeat.com/height-evolution-in-the-nba,2026-09-19,HIGH,Unweighted mean listed height of players with season record; RunRepeat table 'Average height in the NBA by season'
1957,1956-57,1950s,avg_weight_league,,201,201.0,lbs,https://runrepeat.com/height-evolution-in-the-nba,2026-09-19,HIGH,RunRepeat table 'Average weight in the NBA by season'; blank 1950–51 in source omitted
1957,1956-57,1950s,avg_height_rookies,,6'5.3'',77.3,inches,https://runrepeat.com/height-evolution-in-the-nba,2026-09-19,HIGH,RunRepeat table 'Average rookie height in the NBA'
1957,1956-57,1950s,avg_height_by_position,PG,6'1.3'',73.3,inches,https://runrepeat.com/height-evolution-in-the-nba,2026-09-19,HIGH-MEDIUM,Position labels are era-conventional; RunRepeat notes incomplete data pre-1951/52 for some series
1957,1956-57,1950s,avg_height_by_position,SG,6'2.7'',74.7,inches,https://runrepeat.com/height-evolution-in-the-nba,2026-09-19,HIGH-MEDIUM,Position labels are era-conventional; RunRepeat notes incomplete data pre-1951/52 for some series
1957,1956-57,1950s,avg_height_by_position,SF,6'5.1'',77.1,inches,https://runrepeat.com/height-evolution-in-the-nba,2026-09-19,HIGH-MEDIUM,Position labels are era-conventional; RunRepeat notes incomplete data pre-1951/52 for some series
1957,1956-57,1950s,avg_height_by_position,PF,6'7.1'',79.1,inches,https://runrepeat.com/height-evolution-in-the-nba,2026-09-19,HIGH-MEDIUM,Position labels are era-conventional; RunRepeat notes incomplete data pre-1951/52 for some series
1957,1956-57,1950s,avg_height_by_position,C,6'9.0'',81.0,inches,https://runrepeat.com/height-evolution-in-the-nba,2026-09-19,HIGH-MEDIUM,Position labels are era-conventional; RunRepeat notes incomplete data pre-1951/52 for some series
1958,1957-58,1950s,avg_height_league,,6'5.24'',77.24,inches,https://runrepeat.com/height-evolution-in-the-nba,2026-09-19,HIGH,Unweighted mean listed height of players with season record; RunRepeat table 'Average height in the NBA by season'
1958,1957-58,1950s,avg_weight_league,,201,201.0,lbs,https://runrepeat.com/height-evolution-in-the-nba,2026-09-19,HIGH,RunRepeat table 'Average weight in the NBA by season'; blank 1950–51 in source omitted
1958,1957-58,1950s,avg_height_rookies,,6'4.6'',76.6,inches,https://runrepeat.com/height-evolution-in-the-nba,2026-09-19,HIGH,RunRepeat table 'Average rookie height in the NBA'
1958,1957-58,1950s,avg_height_by_position,PG,6'2.0'',74.0,inches,https://runrepeat.com/height-evolution-in-the-nba,2026-09-19,HIGH-MEDIUM,Position labels are era-conventional; RunRepeat notes incomplete data pre-1951/52 for some series
1958,1957-58,1950s,avg_height_by_position,SG,6'3.0'',75.0,inches,https://runrepeat.com/height-evolution-in-the-nba,2026-09-19,HIGH-MEDIUM,Position labels are era-conventional; RunRepeat notes incomplete data pre-1951/52 for some series
1958,1957-58,1950s,avg_height_by_position,SF,6'4.9'',76.9,inches,https://runrepeat.com/height-evolution-in-the-nba,2026-09-19,HIGH-MEDIUM,Position labels are era-conventional; RunRepeat notes incomplete data pre-1951/52 for some series
1958,1957-58,1950s,avg_height_by_position,PF,6'7.5'',79.5,inches,https://runrepeat.com/height-evolution-in-the-nba,2026-09-19,HIGH-MEDIUM,Position labels are era-conventional; RunRepeat notes incomplete data pre-1951/52 for some series
1958,1957-58,1950s,avg_height_by_position,C,6'9.1'',81.1,inches,https://runrepeat.com/height-evolution-in-the-nba,2026-09-19,HIGH-MEDIUM,Position labels are era-conventional; RunRepeat notes incomplete data pre-1951/52 for some series
1959,1958-59,1950s,avg_height_league,,6'4.94'',76.94,inches,https://runrepeat.com/height-evolution-in-the-nba,2026-09-19,HIGH,Unweighted mean listed height of players with season record; RunRepeat table 'Average height in the NBA by season'
1959,1958-59,1950s,avg_weight_league,,200,200.0,lbs,https://runrepeat.com/height-evolution-in-the-nba,2026-09-19,HIGH,RunRepeat table 'Average weight in the NBA by season'; blank 1950–51 in source omitted
1959,1958-59,1950s,avg_height_rookies,,6'4.8'',76.8,inches,https://runrepeat.com/height-evolution-in-the-nba,2026-09-19,HIGH,RunRepeat table 'Average rookie height in the NBA'
1959,1958-59,1950s,avg_height_by_position,PG,6'1.8'',73.8,inches,https://runrepeat.com/height-evolution-in-the-nba,2026-09-19,HIGH-MEDIUM,Position labels are era-conventional; RunRepeat notes incomplete data pre-1951/52 for some series
1959,1958-59,1950s,avg_height_by_position,SG,6'3.1'',75.1,inches,https://runrepeat.com/height-evolution-in-the-nba,2026-09-19,HIGH-MEDIUM,Position labels are era-conventional; RunRepeat notes incomplete data pre-1951/52 for some series
1959,1958-59,1950s,avg_height_by_position,SF,6'5.2'',77.2,inches,https://runrepeat.com/height-evolution-in-the-nba,2026-09-19,HIGH-MEDIUM,Position labels are era-conventional; RunRepeat notes incomplete data pre-1951/52 for some series
1959,1958-59,1950s,avg_height_by_position,PF,6'7.4'',79.4,inches,https://runrepeat.com/height-evolution-in-the-nba,2026-09-19,HIGH-MEDIUM,Position labels are era-conventional; RunRepeat notes incomplete data pre-1951/52 for some series
1959,1958-59,1950s,avg_height_by_position,C,6'9.1'',81.1,inches,https://runrepeat.com/height-evolution-in-the-nba,2026-09-19,HIGH-MEDIUM,Position labels are era-conventional; RunRepeat notes incomplete data pre-1951/52 for some series
1960,1959-60,1960s,avg_height_league,,6'5.16'',77.16,inches,https://runrepeat.com/height-evolution-in-the-nba,2026-09-19,HIGH,Unweighted mean listed height of players with season record; RunRepeat table 'Average height in the NBA by season'
1960,1959-60,1960s,avg_weight_league,,202,202.0,lbs,https://runrepeat.com/height-evolution-in-the-nba,2026-09-19,HIGH,RunRepeat table 'Average weight in the NBA by season'; blank 1950–51 in source omitted
1960,1959-60,1960s,avg_height_rookies,,6'5.4'',77.4,inches,https://runrepeat.com/height-evolution-in-the-nba,2026-09-19,HIGH,RunRepeat table 'Average rookie height in the NBA'
1960,1959-60,1960s,avg_height_by_position,PG,6'1.7'',73.7,inches,https://runrepeat.com/height-evolution-in-the-nba,2026-09-19,HIGH-MEDIUM,Position labels are era-conventional; RunRepeat notes incomplete data pre-1951/52 for some series
1960,1959-60,1960s,avg_height_by_position,SG,6'3.1'',75.1,inches,https://runrepeat.com/height-evolution-in-the-nba,2026-09-19,HIGH-MEDIUM,Position labels are era-conventional; RunRepeat notes incomplete data pre-1951/52 for some series
1960,1959-60,1960s,avg_height_by_position,SF,6'5.1'',77.1,inches,https://runrepeat.com/height-evolution-in-the-nba,2026-09-19,HIGH-MEDIUM,Position labels are era-conventional; RunRepeat notes incomplete data pre-1951/52 for some series
1960,1959-60,1960s,avg_height_by_position,PF,6'7.4'',79.4,inches,https://runrepeat.com/height-evolution-in-the-nba,2026-09-19,HIGH-MEDIUM,Position labels are era-conventional; RunRepeat notes incomplete data pre-1951/52 for some series
1960,1959-60,1960s,avg_height_by_position,C,6'9'',81.0,inches,https://runrepeat.com/height-evolution-in-the-nba,2026-09-19,HIGH-MEDIUM,Position labels are era-conventional; RunRepeat notes incomplete data pre-1951/52 for some series
1961,1960-61,1960s,avg_height_league,,6'5.32'',77.32,inches,https://runrepeat.com/height-evolution-in-the-nba,2026-09-19,HIGH,Unweighted mean listed height of players with season record; RunRepeat table 'Average height in the NBA by season'
1961,1960-61,1960s,avg_weight_league,,203,203.0,lbs,https://runrepeat.com/height-evolution-in-the-nba,2026-09-19,HIGH,RunRepeat table 'Average weight in the NBA by season'; blank 1950–51 in source omitted
1961,1960-61,1960s,avg_height_rookies,,6'5.1'',77.1,inches,https://runrepeat.com/height-evolution-in-the-nba,2026-09-19,HIGH,RunRepeat table 'Average rookie height in the NBA'
1961,1960-61,1960s,avg_height_by_position,PG,6'1.6'',73.6,inches,https://runrepeat.com/height-evolution-in-the-nba,2026-09-19,HIGH-MEDIUM,Position labels are era-conventional; RunRepeat notes incomplete data pre-1951/52 for some series
1961,1960-61,1960s,avg_height_by_position,SG,6'3.4'',75.4,inches,https://runrepeat.com/height-evolution-in-the-nba,2026-09-19,HIGH-MEDIUM,Position labels are era-conventional; RunRepeat notes incomplete data pre-1951/52 for some series
1961,1960-61,1960s,avg_height_by_position,SF,6'5.7'',77.7,inches,https://runrepeat.com/height-evolution-in-the-nba,2026-09-19,HIGH-MEDIUM,Position labels are era-conventional; RunRepeat notes incomplete data pre-1951/52 for some series
1961,1960-61,1960s,avg_height_by_position,PF,6'7.2'',79.2,inches,https://runrepeat.com/height-evolution-in-the-nba,2026-09-19,HIGH-MEDIUM,Position labels are era-conventional; RunRepeat notes incomplete data pre-1951/52 for some series
1961,1960-61,1960s,avg_height_by_position,C,6'9'',81.0,inches,https://runrepeat.com/height-evolution-in-the-nba,2026-09-19,HIGH-MEDIUM,Position labels are era-conventional; RunRepeat notes incomplete data pre-1951/52 for some series
1962,1961-62,1960s,avg_height_league,,6'5.12'',77.12,inches,https://runrepeat.com/height-evolution-in-the-nba,2026-09-19,HIGH,Unweighted mean listed height of players with season record; RunRepeat table 'Average height in the NBA by season'
1962,1961-62,1960s,avg_weight_league,,202,202.0,lbs,https://runrepeat.com/height-evolution-in-the-nba,2026-09-19,HIGH,RunRepeat table 'Average weight in the NBA by season'; blank 1950–51 in source omitted
1962,1961-62,1960s,avg_height_rookies,,6'4.4'',76.4,inches,https://runrepeat.com/height-evolution-in-the-nba,2026-09-19,HIGH,RunRepeat table 'Average rookie height in the NBA'
1962,1961-62,1960s,avg_height_by_position,PG,6'1.6'',73.6,inches,https://runrepeat.com/height-evolution-in-the-nba,2026-09-19,HIGH-MEDIUM,Position labels are era-conventional; RunRepeat notes incomplete data pre-1951/52 for some series
1962,1961-62,1960s,avg_height_by_position,SG,6'3.6'',75.6,inches,https://runrepeat.com/height-evolution-in-the-nba,2026-09-19,HIGH-MEDIUM,Position labels are era-conventional; RunRepeat notes incomplete data pre-1951/52 for some series
1962,1961-62,1960s,avg_height_by_position,SF,6'5.7'',77.7,inches,https://runrepeat.com/height-evolution-in-the-nba,2026-09-19,HIGH-MEDIUM,Position labels are era-conventional; RunRepeat notes incomplete data pre-1951/52 for some series
1962,1961-62,1960s,avg_height_by_position,PF,6'7.2'',79.2,inches,https://runrepeat.com/height-evolution-in-the-nba,2026-09-19,HIGH-MEDIUM,Position labels are era-conventional; RunRepeat notes incomplete data pre-1951/52 for some series
1962,1961-62,1960s,avg_height_by_position,C,6'10'',82.0,inches,https://runrepeat.com/height-evolution-in-the-nba,2026-09-19,HIGH-MEDIUM,Position labels are era-conventional; RunRepeat notes incomplete data pre-1951/52 for some series
