team_id,abbr,pattern_tags,letter_count,league_id,notes
euroleague_women_dvtk,DVT,city_plus_nickname|trigram,3,euroleague_women,
euroleague_women_sopron,SOP,city_plus_nickname|trigram,3,euroleague_women,
euroleague_women_azs_poznan,AP,trigram|other,2,euroleague_women,
euroleague_women_panathinaikos,PAN,city_plus_nickname|state|trigram,3,euroleague_women,Contains state code
euroleague_women_kibirkstis,KIB,trigram|other,3,euroleague_women,
euroleague_women_crvena_zvezda,CZ,trigram|other,2,euroleague_women,
liga_acb_andorra,AND,nickname_clip|trigram,3,liga_acb,Clip of Andorra
liga_acb_barcelona,BAR,trigram|other,3,liga_acb,
liga_acb_baskonia,BAS,nickname_clip|trigram,3,liga_acb,Clip of Baskonia
liga_acb_bilbao,BIL,trigram|other,3,liga_acb,
liga_acb_breogan,BRE,nickname_clip|trigram,3,liga_acb,Clip of Breogán
liga_acb_burgos,BUR,nickname_clip|trigram,3,liga_acb,Clip of Burgos
liga_acb_coruna,COR,nickname_clip|state|trigram,3,liga_acb,Clip of Coruña; Contains state code
liga_acb_girona,GIR,nickname_clip|trigram,3,liga_acb,Clip of Girona
liga_acb_joventut,JOV,nickname_clip|trigram,3,liga_acb,Clip of Joventut
liga_acb_lleida,LLE,nickname_clip|trigram,3,liga_acb,Clip of Lleida
liga_acb_manresa,MAN,nickname_clip|state|trigram,3,liga_acb,Clip of Manresa; Contains state code
liga_acb_murcia,MUR,nickname_clip|trigram,3,liga_acb,Clip of Murcia
liga_acb_obradoiro,OBR,nickname_clip|trigram,3,liga_acb,Clip of Obradoiro
liga_acb_real_madrid,RM,trigram|other,2,liga_acb,
liga_acb_tenerife,TEN,nickname_clip|trigram,3,liga_acb,Clip of Tenerife
liga_acb_unicaja,UNI,trigram|other,3,liga_acb,
liga_acb_valencia,VAL,city_plus_nickname|trigram,3,liga_acb,
liga_acb_zaragoza,ZAR,nickname_clip|trigram,3,liga_acb,Clip of Zaragoza
lnb_elite_asvel,ASV,trigram|other,3,lnb_elite,
lnb_elite_gravelines,GRA,nickname_clip|trigram,3,lnb_elite,Clip of Gravelines-Dunkerque
lnb_elite_boulazac,BOU,city_plus_nickname|trigram,3,lnb_elite,
lnb_elite_cholet,CHO,city_plus_nickname|trigram,3,lnb_elite,
lnb_elite_roanne,ROA,trigram|other,3,lnb_elite,
lnb_elite_pau,PAU,nickname_clip|state|trigram,3,lnb_elite,Clip of Pau-Lacq-Orthez; Contains state code
lnb_elite_chalon,CHA,nickname_clip|trigram,3,lnb_elite,Clip of Chalon
lnb_elite_dijon,DIJ,nickname_clip|trigram,3,lnb_elite,Clip of Dijon
lnb_elite_bourg,BOU2,nickname_clip|tetragram,4,lnb_elite,Clip of Bourg
lnb_elite_le_mans,LM,trigram|other,2,lnb_elite,
lnb_elite_limoges,LIM,city_plus_nickname|trigram,3,lnb_elite,
lnb_elite_nanterre,NAN,city_plus_nickname|trigram,3,lnb_elite,
lnb_elite_paris,PAR,city_plus_nickname|state|trigram,3,lnb_elite,Contains state code
lnb_elite_strasbourg,STR,nickname_clip|city_plus_nickname|trigram,3,lnb_elite,Clip of Strasbourg
lnb_elite_nancy,NAN2,nickname_clip|tetragram,4,lnb_elite,Clip of Nancy
lnb_elite_saint_quentin,SAI,city_plus_nickname|trigram,3,lnb_elite,
bbl_alba,ALB,city_plus_nickname|trigram,3,bbl,
bbl_bamberg,BAM,city_plus_nickname|trigram,3,bbl,
bbl_braunschweig,BRA,nickname_clip|city_plus_nickname|trigram,3,bbl,Clip of Braunschweig
bbl_oldenburg,OLD,nickname_clip|trigram,3,bbl,Clip of Oldenburg
bbl_bayern,BAY,trigram|other,3,bbl,
bbl_wuerzburg,WÜR,trigram|other,3,bbl,
bbl_hamburg,HAM,nickname_clip|trigram,3,bbl,Clip of Hamburg
bbl_ludwigsburg,LUD,nickname_clip|trigram,3,bbl,Clip of Ludwigsburg
bbl_chemnitz,CHE,nickname_clip|trigram,3,bbl,Clip of Chemnitz
bbl_hagen,HAG,nickname_clip|trigram,3,bbl,Clip of Hagen
bbl_ulm,ULM,nickname_clip|trigram,3,bbl,Clip of ulm
bbl_rostock,ROS,city_plus_nickname|trigram,3,bbl,
bbl_vechta,VEC,nickname_clip|trigram,3,bbl,Clip of Vechta
bbl_jena,JEN,nickname_clip|trigram,3,bbl,Clip of Jena
bbl_frankfurt,FRA,nickname_clip|trigram,3,bbl,Clip of Frankfurt
bbl_mbc,MBC,nickname_clip|trigram,3,bbl,Clip of MBC
bbl_bonn,BON,nickname_clip|trigram,3,bbl,Clip of Bonn
bbl_trier,TRI,nickname_clip|trigram,3,bbl,Clip of Trier
serie_a_cantu,CAN,nickname_clip|state|trigram,3,serie_a,Clip of Cantù; Contains state code
serie_a_udine,UDI,nickname_clip|trigram,3,serie_a,Clip of Udine
serie_a_milano,OM,trigram|other,2,serie_a,
serie_a_roma_spqr,RS,trigram|other,2,serie_a,
serie_a_tortona,DER,trigram|other,3,serie_a,
serie_a_trento,TRE,nickname_clip|trigram,3,serie_a,Clip of Trentino
serie_a_scafati,SCA,trigram|other,3,serie_a,
serie_a_maxima_roma,MR,trigram|other,2,serie_a,
serie_a_napoli,NAP,city_plus_nickname|trigram,3,serie_a,
serie_a_treviso,TRE2,nickname_clip|tetragram,4,serie_a,Clip of Treviso
serie_a_varese,VAR,nickname_clip|trigram,3,serie_a,Clip of Varese
serie_a_trieste,TRI,nickname_clip|trigram,3,serie_a,Clip of Trieste
serie_a_verona,VER,nickname_clip|trigram,3,serie_a,Clip of Verona
serie_a_venezia,RV,trigram|other,2,serie_a,
serie_a_reggio,RE,trigram|other,2,serie_a,
serie_a_bologna,VB,trigram|other,2,serie_a,
greek_basket_league_aek,AEK,city_plus_nickname|trigram,3,greek_basket_league,
greek_basket_league_aris,ARI,city_plus_nickname|trigram,3,greek_basket_league,
greek_basket_league_vikos,VIK,city_plus_nickname|trigram,3,greek_basket_league,
greek_basket_league_doxa,DOX,city_plus_nickname|trigram,3,greek_basket_league,
greek_basket_league_iraklis,IRA,city_plus_nickname|trigram,3,greek_basket_league,
greek_basket_league_karditsa,KAR,nickname_clip|trigram,3,greek_basket_league,Clip of Karditsas
greek_basket_league_kolossos,KOL,city_plus_nickname|trigram,3,greek_basket_league,
greek_basket_league_maroussi,MAR,state|trigram,3,greek_basket_league,Contains state code
greek_basket_league_mykonos,MYK,trigram|other,3,greek_basket_league,
greek_basket_league_olympiacos,OLY,city_plus_nickname|trigram,3,greek_basket_league,
greek_basket_league_panathinaikos,PAN,city_plus_nickname|state|trigram,3,greek_basket_league,Contains state code
greek_basket_league_paok,PAO,city_plus_nickname|state|trigram,3,greek_basket_league,Contains state code
greek_basket_league_peristeri,PER,city_plus_nickname|trigram,3,greek_basket_league,
greek_basket_league_promitheas,PRO,city_plus_nickname|trigram,3,greek_basket_league,
lf_endesa_ferrol,FER,nickname_clip|trigram,3,lf_endesa,Clip of Ferrol
lf_endesa_la_seu,LS,trigram|other,2,lf_endesa,
lf_endesa_celta,CEL,city_plus_nickname|trigram,3,lf_endesa,
lf_endesa_ensino,ENS,nickname_clip|trigram,3,lf_endesa,Clip of Ensino
lf_endesa_araski,ARA,nickname_clip|trigram,3,lf_endesa,Clip of Araski
lf_endesa_gernika,GER,trigram|other,3,lf_endesa,
lf_endesa_avenida,AVE,nickname_clip|trigram,3,lf_endesa,Clip of Avenida
lf_endesa_girona,GIR,nickname_clip|trigram,3,lf_endesa,Clip of Girona
lf_endesa_valencia,VAL,city_plus_nickname|trigram,3,lf_endesa,
lfb_angers,ANG,trigram|other,3,lfb,
lfb_landes,LAN,nickname_clip|state|trigram,3,lfb,Clip of Landes; Contains state code
lfb_bourges,BOU,trigram|other,3,lfb,
lfb_flammes,FC,trigram|other,2,lfb,
lfb_charnay,CHA,city_plus_nickname|trigram,3,lfb,
lfb_chartres,CHA2,tetragram,4,lfb,
lfb_landerneau,LAN2,state|tetragram,4,lfb,Contains state code
lfb_lattes,LAT,state|trigram,3,lfb,Contains state code
lfb_asvel,AF,trigram|other,2,lfb,
lfb_villeneuve,VIL,nickname_clip|trigram,3,lfb,Clip of Villeneuve-d'Ascq
wnbl_adelaide,LIG,nickname_clip|trigram,3,wnbl,Clip of Lightning
wnbl_bendigo,SPI,nickname_clip|trigram,3,wnbl,Clip of Spirit
wnbl_geelong,VEN,nickname_clip|trigram,3,wnbl,Clip of Venom
wnbl_perth,LYN,nickname_clip|trigram,3,wnbl,Clip of Lynx
wnbl_southside,FLY,nickname_clip|state|trigram,3,wnbl,Clip of Flyers; Contains state code
wnbl_sydney,FLA,nickname_clip|state|trigram,3,wnbl,Clip of Flames; Contains state code
wnbl_tasmania,JEW,nickname_clip|trigram,3,wnbl,Clip of Jewels
wnbl_townsville,FIR,nickname_clip|trigram,3,wnbl,Clip of Fire
wnbl_canberra,CAP,nickname_clip|state|trigram,3,wnbl,Clip of Capitals; Contains state code
cba_beijing_ducks,DUC,nickname_clip|trigram,3,cba,Clip of Ducks
cba_beijing_royal_fighters,RF,trigram|other,2,cba,
cba_fujian,STU,nickname_clip|trigram,3,cba,Clip of Sturgeons
cba_guangdong,ST,trigram|other,2,cba,
cba_guangzhou,LL,trigram|other,2,cba,
cba_jiangsu,DRA,nickname_clip|trigram,3,cba,Clip of Dragons
cba_jilin,NT,trigram|other,2,cba,
cba_liaoning,FL,state|trigram,2,cba,Contains state code
cba_nanjing,MK,trigram|other,2,cba,
cba_ningbo,ROC,nickname_clip|trigram,3,cba,Clip of Rockets
cba_qingdao,EAG,nickname_clip|trigram,3,cba,Clip of Eagles
cba_shandong,KIR,nickname_clip|trigram,3,cba,Clip of Kirin
cba_shanghai,SHA,nickname_clip|city_plus_nickname|trigram,3,cba,Clip of Sharks
cba_shanxi,LOO,nickname_clip|trigram,3,cba,Clip of Loongs
cba_shenzhen,LEO,nickname_clip|trigram,3,cba,Clip of Leopards
cba_sichuan,BW,trigram|other,2,cba,
cba_tianjin,PIO,nickname_clip|trigram,3,cba,Clip of Pioneers
cba_xinjiang,FT,trigram|other,2,cba,
cba_zhejiang_bulls,GB,trigram|other,2,cba,
cba_zhejiang_lions,GL,trigram|other,2,cba,
b_league_akita,AKI,city_plus_nickname|trigram,3,b_league,
b_league_altiri_chiba,AC,trigram|other,2,b_league,
b_league_alvark,ALV,city_plus_nickname|trigram,3,b_league,
b_league_chiba_jets,CJ,trigram|other,2,b_league,
b_league_gunma,GUN,city_plus_nickname|trigram,3,b_league,
b_league_ibaraki,IBA,city_plus_nickname|trigram,3,b_league,
b_league_kawasaki,KAW,city_plus_nickname|trigram,3,b_league,
b_league_levanga,LEV,city_plus_nickname|trigram,3,b_league,
b_league_sendai,SEN,city_plus_nickname|trigram,3,b_league,
b_league_sunrockers,SUN,nickname_clip|trigram,3,b_league,Clip of Sunrockers
b_league_toyama,TOY,city_plus_nickname|trigram,3,b_league,
b_league_utsunomiya,BRE,nickname_clip|trigram,3,b_league,Clip of Brex
b_league_yokohama,B-C,nickname_clip|trigram,3,b_league,Clip of B-Corsairs
b_league_hiroshima,HIR,city_plus_nickname|trigram,3,b_league,
b_league_kobe,KOB,city_plus_nickname|trigram,3,b_league,
b_league_kyoto,KYO,city_plus_nickname|trigram,3,b_league,
b_league_nagasaki,NAG,city_plus_nickname|trigram,3,b_league,
b_league_nagoya,NAG2,tetragram,4,b_league,
b_league_osaka,OSA,city_plus_nickname|trigram,3,b_league,
b_league_ryukyu,RYU,city_plus_nickname|trigram,3,b_league,
b_league_saga,SAG,city_plus_nickname|trigram,3,b_league,
b_league_san_en,SAN,city_plus_nickname|trigram,3,b_league,
b_league_mikawa,MIK,nickname_clip|state|trigram,3,b_league,Clip of Mikawa; Contains state code
b_league_shiga,SHI,city_plus_nickname|trigram,3,b_league,
b_league_shimane,SHI2,tetragram,4,b_league,
b_league_shinshu,SHI3,tetragram,4,b_league,
kbl_anyang,ANY,city_plus_nickname|trigram,3,kbl,
kbl_busan,KCC,trigram|other,3,kbl,
kbl_changwon,LS,trigram|other,2,kbl,
kbl_daegu,KOG,trigram|other,3,kbl,
kbl_goyang,SON,trigram|other,3,kbl,
kbl_samsung,SAM,city_plus_nickname|trigram,3,kbl,
kbl_sk,SK,trigram|other,2,kbl,
kbl_suwon,KT,trigram|other,2,kbl,
kbl_ulsan,MOB,trigram|other,3,kbl,
kbl_wonju,DP,trigram|other,2,kbl,
nbl_adelaide,36E,nickname_clip|trigram,3,nbl,Clip of 36ers
nbl_brisbane,BUL,nickname_clip|city_plus_nickname|trigram,3,nbl,Clip of Bullets
nbl_cairns,TAI,nickname_clip|trigram,3,nbl,Clip of Taipans
nbl_illawarra,HAW,nickname_clip|trigram,3,nbl,Clip of Hawks
nbl_melbourne,UNI,nickname_clip|trigram,3,nbl,Clip of United
nbl_nz,BRE,nickname_clip|trigram,3,nbl,Clip of Breakers
nbl_perth,WIL,nickname_clip|trigram,3,nbl,Clip of Wildcats
nbl_se_melbourne,PHO,nickname_clip|trigram,3,nbl,Clip of Phoenix
nbl_sydney,KIN,nickname_clip|trigram,3,nbl,Clip of Kings
nbl_tasmania,JAC,nickname_clip|trigram,3,nbl,Clip of JackJumpers
bsl_anadolu_efes,EFE,nickname_clip|trigram,3,bsl,Clip of Efes
bsl_bahcesehir,BAH,city_plus_nickname|trigram,3,bsl,
bsl_bandirma,BAN,city_plus_nickname|trigram,3,bsl,
bsl_besiktas,BEŞ,trigram|other,3,bsl,
bsl_bursaspor,BUR,trigram|other,3,bsl,
bsl_cayirova,ÇAY,city_plus_nickname|trigram,3,bsl,
bsl_denizli,DEN,city_plus_nickname|trigram,3,bsl,
bsl_erokspor,ERO,nickname_clip|city_plus_nickname|trigram,3,bsl,Clip of Erokspor
bsl_fenerbahce,FEN,trigram|other,3,bsl,
bsl_galatasaray,GAL,trigram|other,3,bsl,
bsl_karsiyaka,KAR,trigram|other,3,bsl,
bsl_korfez,KÖR,city_plus_nickname|trigram,3,bsl,
bsl_petkim,PET,city_plus_nickname|trigram,3,bsl,
bsl_tofas,TOF,trigram|other,3,bsl,
bsl_trabzonspor,TRA,trigram|other,3,bsl,
bsl_turk_telekom,TT,trigram|other,2,bsl,
bal_al_ahly,AA,trigram|other,2,bal,
bal_al_ahly_ly,AAL,city_plus_nickname|trigram,3,bal,
bal_asc_dakar,AV,trigram|other,2,bal,
bal_club_africain,CA,state|trigram,2,bal,Contains state code
bal_dar_city,DC,state|trigram,2,bal,Contains state code
bal_fus_rabat,FR,trigram|other,2,bal,
bal_jca_kings,JK,trigram|other,2,bal,
bal_johannesburg,GIA,nickname_clip|trigram,3,bal,Clip of Giants
bal_maktown,MAK,city_plus_nickname|state|trigram,3,bal,Contains state code
bal_nairobi,THU,nickname_clip|trigram,3,bal,Clip of Thunder
bal_petro,PET,city_plus_nickname|trigram,3,bal,
bal_rssb,RT,trigram|other,2,bal,
wcba_beijing,BEI,city_plus_nickname|trigram,3,wcba,
wcba_guangdong,GUA,city_plus_nickname|trigram,3,wcba,
wcba_hebei,HEB,city_plus_nickname|trigram,3,wcba,
wcba_heilongjiang,HEI,city_plus_nickname|trigram,3,wcba,
wcba_henan,HEN,city_plus_nickname|trigram,3,wcba,
wcba_inner_mongolia,IM,trigram|other,2,wcba,
wcba_jiangsu,JIA,city_plus_nickname|trigram,3,wcba,
wcba_liaoning,LIA,city_plus_nickname|trigram,3,wcba,
wcba_shaanxi,SHA,city_plus_nickname|trigram,3,wcba,
wcba_shandong,SHA2,tetragram,4,wcba,
wcba_shanghai,SHA3,tetragram,4,wcba,
wcba_shanxi,SHA4,tetragram,4,wcba,
wcba_sichuan,SIC,city_plus_nickname|trigram,3,wcba,
wcba_xinjiang,XIN,city_plus_nickname|trigram,3,wcba,
wjbl_fujitsu,FUJ,city_plus_nickname|trigram,3,wjbl,
wjbl_denso,DEN,city_plus_nickname|trigram,3,wjbl,
wjbl_chanson,CHA,city_plus_nickname|trigram,3,wjbl,
wjbl_eneos,ENE,city_plus_nickname|trigram,3,wjbl,
wjbl_toyota,TOY,city_plus_nickname|trigram,3,wjbl,
wjbl_boshoku,SR,trigram|other,2,wjbl,
wjbl_aisin,AIS,city_plus_nickname|trigram,3,wjbl,
wjbl_haneda,HAN,trigram|other,3,wjbl,
nbb_cearense,CEA,nickname_clip|trigram,3,nbb,Clip of Cearense
nbb_bauru,BAU,city_plus_nickname|trigram,3,nbb,
nbb_botafogo,BOT,trigram|other,3,nbb,
nbb_brasilia,BRA,trigram|other,3,nbb,
nbb_caxias,CAX,city_plus_nickname|state|trigram,3,nbb,Contains state code
nbb_corinthians,COR,state|trigram,3,nbb,Contains state code
nbb_flamengo,FLA,state|trigram,3,nbb,Contains state code
nbb_franca,FRA,nickname_clip|trigram,3,nbb,Clip of Franca
nbb_minas,MIN,city_plus_nickname|state|trigram,3,nbb,Contains state code
nbb_mogi,MOG,city_plus_nickname|trigram,3,nbb,
nbb_osasco,OSA,nickname_clip|trigram,3,nbb,Clip of Osasco
nbb_pato,PAT,city_plus_nickname|state|trigram,3,nbb,Contains state code
nbb_paulistano,PAU,state|trigram,3,nbb,Contains state code
nbb_pinheiros,PIN,trigram|other,3,nbb,
nbb_sao_jose,SJ,trigram|other,2,nbb,
nbb_uniao_corinthians,UC,trigram|other,2,nbb,
nbb_unifacisa,UNI,trigram|other,3,nbb,
lnb_argentina_argentino,ARG,city_plus_nickname|trigram,3,lnb_argentina,
lnb_argentina_atenas,ATE,trigram|other,3,lnb_argentina,
lnb_argentina_boca,BOC,city_plus_nickname|trigram,3,lnb_argentina,
lnb_argentina_olimpico,OLÍ,nickname_clip|trigram,3,lnb_argentina,Clip of Olímpico
lnb_argentina_ferro,FER,city_plus_nickname|trigram,3,lnb_argentina,
lnb_argentina_gimnasia,GIM,city_plus_nickname|trigram,3,lnb_argentina,
lnb_argentina_independiente,IND,city_plus_nickname|state|trigram,3,lnb_argentina,Contains state code
lnb_argentina_instituto,INS,state|trigram,3,lnb_argentina,Contains state code
lnb_argentina_la_union,LU,trigram|other,2,lnb_argentina,
lnb_argentina_lanus,LAN,state|trigram,3,lnb_argentina,Contains state code
lnb_argentina_obera,OBE,city_plus_nickname|trigram,3,lnb_argentina,
lnb_argentina_penarol,PEÑ,city_plus_nickname|trigram,3,lnb_argentina,
lnb_argentina_platense,PLA,trigram|other,3,lnb_argentina,
lnb_argentina_quimsa,QUI,trigram|other,3,lnb_argentina,
lnb_argentina_racing,RAC,city_plus_nickname|trigram,3,lnb_argentina,
lnb_argentina_regatas,REG,city_plus_nickname|trigram,3,lnb_argentina,
lnb_argentina_san_lorenzo,SL,trigram|other,2,lnb_argentina,
lnb_argentina_san_martin,SM,trigram|other,2,lnb_argentina,
lnbp_abejas,ABE,city_plus_nickname|trigram,3,lnbp,
lnbp_astros,AST,city_plus_nickname|trigram,3,lnbp,
lnbp_correcaminos,COR,city_plus_nickname|state|trigram,3,lnbp,Contains state code
lnbp_diablos,DIA,city_plus_nickname|trigram,3,lnbp,
lnbp_dorados,DOR,city_plus_nickname|trigram,3,lnbp,
lnbp_calor,CAL,state|trigram,3,lnbp,Contains state code
lnbp_freseros,FRE,city_plus_nickname|trigram,3,lnbp,
lnbp_fuerza_regia,FR,trigram|other,2,lnbp,
lnbp_gambusinos,GAM,city_plus_nickname|trigram,3,lnbp,
lnbp_lobos,LOB,city_plus_nickname|trigram,3,lnbp,
lnbp_mineros,MIN,city_plus_nickname|state|trigram,3,lnbp,Contains state code
lnbp_panteras,PAN,city_plus_nickname|state|trigram,3,lnbp,Contains state code
lnbp_santos,SAN,city_plus_nickname|trigram,3,lnbp,
lnbp_soles,SOL,city_plus_nickname|trigram,3,lnbp,
lbf_cerrado,CER,city_plus_nickname|trigram,3,lbf,
lfb_argentina_berazategui,BER,nickname_clip|trigram,3,lfb_argentina,Clip of Berazategui
lfb_argentina_el_talar,ET,trigram|other,2,lfb_argentina,
lfb_argentina_quilmes,QUI,city_plus_nickname|trigram,3,lfb_argentina,
lfb_argentina_boca,BOC,city_plus_nickname|trigram,3,lfb_argentina,
aba_borac,BOR,city_plus_nickname|trigram,3,aba,
aba_buducnost,BUD,city_plus_nickname|trigram,3,aba,
aba_cedevita,CED,city_plus_nickname|trigram,3,aba,
aba_cibona,CIB,trigram|other,3,aba,
aba_zvezda,CZ,trigram|other,2,aba,
aba_fmp,FMP,trigram|other,3,aba,
aba_siroki,ŠIR,city_plus_nickname|trigram,3,aba,
aba_igokea,IGO,city_plus_nickname|trigram,3,aba,
aba_krka,KRK,trigram|other,3,aba,
aba_slovan,SLO,city_plus_nickname|trigram,3,aba,
aba_vienna,VIE,trigram|other,3,aba,
aba_bosna,BOS,city_plus_nickname|trigram,3,aba,
aba_dubai,DUB,city_plus_nickname|trigram,3,aba,
aba_mega,MEG,city_plus_nickname|trigram,3,aba,
aba_partizan,PAR,city_plus_nickname|state|trigram,3,aba,Contains state code
aba_ilirija,ILI,nickname_clip|state|trigram,3,aba,Clip of Ilirija; Contains state code
aba_derby,DER,nickname_clip|trigram,3,aba,Clip of Derby
aba_spartak,SPA,city_plus_nickname|trigram,3,aba,
aba_cluj,CLU,nickname_clip|trigram,3,aba,Clip of Cluj-Napoca
aba_zadar,ZAD,trigram|other,3,aba,
pba_ginebra,GIN,trigram|other,3,pba,
pba_blackwater,BLA,city_plus_nickname|trigram,3,pba,
pba_converge,CON,city_plus_nickname|state|trigram,3,pba,Contains state code
pba_magnolia,MAG,city_plus_nickname|state|trigram,3,pba,Contains state code
pba_meralco,MER,city_plus_nickname|trigram,3,pba,
pba_nlex,NLE,city_plus_nickname|trigram,3,pba,
pba_phoenix,PHO,city_plus_nickname|trigram,3,pba,
pba_ros,ROS,city_plus_nickname|trigram,3,pba,
pba_smb,SM,trigram|other,2,pba,
pba_terrafirma,TER,city_plus_nickname|trigram,3,pba,
pba_titan,TU,trigram|other,2,pba,
pba_tnt,TNT,city_plus_nickname|state|trigram,3,pba,Contains state code
