team_id,mascot,taxon,taxon_detail,league_id,source_url,confidence
euroleague_barcelona,,unknown,,euroleague,https://www.wikidata.org/wiki/Q54893,GAP
euroleague_bayern,,unknown,,euroleague,https://www.wikidata.org/wiki/Q600149,GAP
euroleague_fenerbahce,,unknown,,euroleague,https://www.wikidata.org/wiki/Q239447,GAP
euroleague_hapoel_tel_aviv,,unknown,,euroleague,https://www.wikidata.org/wiki/Q2735525,GAP
euroleague_maccabi_tel_aviv,,unknown,,euroleague,https://www.wikidata.org/wiki/Q819694,GAP
euroleague_olympiacos,,unknown,,euroleague,https://www.wikidata.org/wiki/Q847701,GAP
euroleague_panathinaikos,,unknown,,euroleague,https://www.wikidata.org/wiki/Q739287,GAP
euroleague_paris,,unknown,,euroleague,https://www.wikidata.org/wiki/Q56291131,GAP
euroleague_partizan,,unknown,,euroleague,https://www.wikidata.org/wiki/Q912247,GAP
euroleague_real_madrid,,unknown,,euroleague,https://www.wikidata.org/wiki/Q54922,GAP
euroleague_valencia,,unknown,,euroleague,https://www.wikidata.org/wiki/Q54940,GAP
euroleague_virtus,,unknown,,euroleague,https://www.wikidata.org/wiki/Q36264,GAP
euroleague_zalgiris,,unknown,,euroleague,https://www.wikidata.org/wiki/Q393357,GAP
euroleague_women_fenerbahce,,unknown,,euroleague_women,https://www.wikidata.org/wiki/Q1404649,GAP
euroleague_women_galatasaray,,unknown,,euroleague_women,https://www.wikidata.org/wiki/Q65413,GAP
euroleague_women_valencia,,unknown,,euroleague_women,https://www.wikidata.org/wiki/Q60464673,GAP
euroleague_women_zaragoza,,unknown,,euroleague_women,https://www.wikidata.org/wiki/Q118949146,GAP
euroleague_women_basket_landes,,unknown,,euroleague_women,https://www.wikidata.org/wiki/Q2887227,GAP
euroleague_women_bourges,,unknown,,euroleague_women,https://www.wikidata.org/wiki/Q616041,GAP
euroleague_women_usk_praha,,unknown,,euroleague_women,https://www.wikidata.org/wiki/Q3547347,GAP
euroleague_women_schio,,unknown,,euroleague_women,https://www.wikidata.org/wiki/Q3064877,GAP
euroleague_women_lublin,,unknown,,euroleague_women,https://www.wikidata.org/wiki/Q16485007,GAP
euroleague_women_athinaikos,,unknown,,euroleague_women,https://www.wikidata.org/wiki/Q7562428,GAP
euroleague_women_rapid_bucuresti,,unknown,,euroleague_women,https://www.wikidata.org/wiki/Q7947062,GAP
euroleague_women_emlak_konut,,unknown,,euroleague_women,https://www.wikidata.org/wiki/Q97218186,GAP
euroleague_women_girona,,unknown,,euroleague_women,https://www.wikidata.org/wiki/Q4890678,GAP
euroleague_women_flammes_carolo,,unknown,,euroleague_women,https://www.wikidata.org/wiki/Q3073321,GAP
euroleague_women_zabiny_brno,,unknown,,euroleague_women,https://www.wikidata.org/wiki/Q2887247,GAP
euroleague_women_reyer_venezia,,unknown,,euroleague_women,https://www.wikidata.org/wiki/Q2887228,GAP
euroleague_women_dvtk,,unknown,,euroleague_women,https://www.wikidata.org/wiki/Q5205520,GAP
euroleague_women_sopron,,unknown,,euroleague_women,https://www.wikidata.org/wiki/Q3547259,GAP
euroleague_women_azs_poznan,,unknown,,euroleague_women,https://www.wikidata.org/wiki/Q2819636,GAP
euroleague_women_panathinaikos,,unknown,,euroleague_women,https://www.wikidata.org/wiki/Q3191319,GAP
euroleague_women_kibirkstis,,unknown,,euroleague_women,https://www.wikidata.org/wiki/Q3552971,GAP
euroleague_women_crvena_zvezda,,unknown,,euroleague_women,https://www.wikidata.org/wiki/Q1196018,GAP
liga_acb_andorra,,unknown,,liga_acb,https://www.wikidata.org/wiki/Q43973,GAP
liga_acb_barcelona,,unknown,,liga_acb,https://www.wikidata.org/wiki/Q54893,GAP
liga_acb_baskonia,,unknown,,liga_acb,https://www.wikidata.org/wiki/Q54927,GAP
liga_acb_bilbao,,unknown,,liga_acb,https://www.wikidata.org/wiki/Q54894,GAP
liga_acb_breogan,,unknown,,liga_acb,https://www.wikidata.org/wiki/Q273733,GAP
liga_acb_burgos,,unknown,,liga_acb,https://www.wikidata.org/wiki/Q20936645,GAP
liga_acb_coruna,,unknown,,liga_acb,https://www.wikidata.org/wiki/Q3392591,GAP
liga_acb_girona,,unknown,,liga_acb,https://www.wikidata.org/wiki/Q47524454,GAP
liga_acb_joventut,,unknown,,liga_acb,https://www.wikidata.org/wiki/Q54908,GAP
liga_acb_lleida,,unknown,,liga_acb,https://www.wikidata.org/wiki/Q5473322,GAP
liga_acb_manresa,,unknown,,liga_acb,https://www.wikidata.org/wiki/Q54912,GAP
liga_acb_murcia,,unknown,,liga_acb,https://www.wikidata.org/wiki/Q54915,GAP
liga_acb_obradoiro,,unknown,,liga_acb,https://www.wikidata.org/wiki/Q54918,GAP
liga_acb_real_madrid,,unknown,,liga_acb,https://www.wikidata.org/wiki/Q54922,GAP
liga_acb_tenerife,,unknown,,liga_acb,https://www.wikidata.org/wiki/Q54897,GAP
liga_acb_unicaja,,unknown,,liga_acb,https://www.wikidata.org/wiki/Q54910,GAP
liga_acb_valencia,,unknown,,liga_acb,https://www.wikidata.org/wiki/Q54940,GAP
liga_acb_zaragoza,,unknown,,liga_acb,https://www.wikidata.org/wiki/Q54926,GAP
lnb_elite_asvel,,unknown,,lnb_elite,https://www.wikidata.org/wiki/Q4089,GAP
lnb_elite_gravelines,,unknown,,lnb_elite,https://www.wikidata.org/wiki/Q795707,GAP
lnb_elite_boulazac,,unknown,,lnb_elite,https://www.wikidata.org/wiki/Q785442,GAP
lnb_elite_cholet,,unknown,,lnb_elite,https://www.wikidata.org/wiki/Q1075934,GAP
lnb_elite_roanne,,unknown,,lnb_elite,https://www.wikidata.org/wiki/Q1076356,GAP
lnb_elite_pau,,unknown,,lnb_elite,https://www.wikidata.org/wiki/Q274566,GAP
lnb_elite_chalon,,unknown,,lnb_elite,https://www.wikidata.org/wiki/Q274570,GAP
lnb_elite_dijon,,unknown,,lnb_elite,https://www.wikidata.org/wiki/Q1682230,GAP
lnb_elite_bourg,,unknown,,lnb_elite,https://www.wikidata.org/wiki/Q1630650,GAP
lnb_elite_le_mans,,unknown,,lnb_elite,https://www.wikidata.org/wiki/Q40063,GAP
lnb_elite_limoges,,unknown,,lnb_elite,https://www.wikidata.org/wiki/Q1419876,GAP
lnb_elite_nanterre,,unknown,,lnb_elite,https://www.wikidata.org/wiki/Q1630671,GAP
lnb_elite_paris,,unknown,,lnb_elite,https://www.wikidata.org/wiki/Q56291131,GAP
lnb_elite_strasbourg,,unknown,,lnb_elite,https://www.wikidata.org/wiki/Q2737338,GAP
lnb_elite_nancy,,unknown,,lnb_elite,https://www.wikidata.org/wiki/Q762219,GAP
lnb_elite_saint_quentin,,unknown,,lnb_elite,https://www.wikidata.org/wiki/Q3463255,GAP
bbl_alba,,unknown,,bbl,https://www.wikidata.org/wiki/Q643795,GAP
bbl_bamberg,,unknown,,bbl,https://www.wikidata.org/wiki/Q700366,GAP
bbl_braunschweig,,unknown,,bbl,https://www.wikidata.org/wiki/Q532269,GAP
bbl_oldenburg,,unknown,,bbl,https://www.wikidata.org/wiki/Q707861,GAP
bbl_bayern,,unknown,,bbl,https://www.wikidata.org/wiki/Q600149,GAP
bbl_wuerzburg,,unknown,,bbl,https://www.wikidata.org/wiki/Q480478,GAP
bbl_hamburg,,unknown,,bbl,https://www.wikidata.org/wiki/Q17324838,GAP
bbl_ludwigsburg,,unknown,,bbl,https://www.wikidata.org/wiki/Q553293,GAP
bbl_chemnitz,,unknown,,bbl,https://www.wikidata.org/wiki/Q797164,GAP
bbl_hagen,,unknown,,bbl,https://www.wikidata.org/wiki/Q463349,GAP
bbl_ulm,,unknown,,bbl,https://www.wikidata.org/wiki/Q266588,GAP
bbl_rostock,,unknown,,bbl,https://www.wikidata.org/wiki/Q18009233,GAP
bbl_vechta,,unknown,,bbl,https://www.wikidata.org/wiki/Q2205512,GAP
bbl_jena,,unknown,,bbl,https://www.wikidata.org/wiki/Q265244,GAP
bbl_frankfurt,,unknown,,bbl,https://www.wikidata.org/wiki/Q836109,GAP
bbl_mbc,,unknown,,bbl,https://www.wikidata.org/wiki/Q521663,GAP
bbl_bonn,,unknown,,bbl,https://www.wikidata.org/wiki/Q704072,GAP
bbl_trier,,unknown,,bbl,https://www.wikidata.org/wiki/Q22340607,GAP
serie_a_cantu,,unknown,,serie_a,https://www.wikidata.org/wiki/Q36311,GAP
serie_a_udine,,unknown,,serie_a,https://www.wikidata.org/wiki/Q3626683,GAP
serie_a_milano,,unknown,,serie_a,https://www.wikidata.org/wiki/Q36362,GAP
serie_a_roma_spqr,,unknown,,serie_a,https://www.wikidata.org/wiki/Q140465826,GAP
serie_a_tortona,,unknown,,serie_a,https://www.wikidata.org/wiki/Q17628735,GAP
serie_a_trento,,unknown,,serie_a,https://www.wikidata.org/wiki/Q51167,GAP
serie_a_scafati,,unknown,,serie_a,https://www.wikidata.org/wiki/Q42454,GAP
serie_a_maxima_roma,,unknown,,serie_a,https://www.wikidata.org/wiki/Q140465833,GAP
serie_a_napoli,,unknown,,serie_a,https://www.wikidata.org/wiki/Q31037592,GAP
serie_a_treviso,,unknown,,serie_a,https://www.wikidata.org/wiki/Q17562457,GAP
serie_a_varese,,unknown,,serie_a,https://www.wikidata.org/wiki/Q36551,GAP
serie_a_trieste,,unknown,,serie_a,https://www.wikidata.org/wiki/Q50884,GAP
serie_a_verona,,unknown,,serie_a,https://www.wikidata.org/wiki/Q48969,GAP
serie_a_venezia,,unknown,,serie_a,https://www.wikidata.org/wiki/Q36572,GAP
serie_a_reggio,,unknown,,serie_a,https://www.wikidata.org/wiki/Q36419,GAP
serie_a_bologna,,unknown,,serie_a,https://www.wikidata.org/wiki/Q36264,GAP
greek_basket_league_aek,,unknown,,greek_basket_league,https://www.wikidata.org/wiki/Q1982491,GAP
greek_basket_league_aris,,unknown,,greek_basket_league,https://www.wikidata.org/wiki/Q8383824,GAP
greek_basket_league_vikos,,unknown,,greek_basket_league,https://www.wikidata.org/wiki/Q135969614,GAP
greek_basket_league_doxa,,unknown,,greek_basket_league,https://www.wikidata.org/wiki/Q12872679,GAP
greek_basket_league_iraklis,,unknown,,greek_basket_league,https://www.wikidata.org/wiki/Q549055,GAP
greek_basket_league_karditsa,,unknown,,greek_basket_league,https://www.wikidata.org/wiki/Q25535622,GAP
greek_basket_league_kolossos,,unknown,,greek_basket_league,https://www.wikidata.org/wiki/Q1645286,GAP
greek_basket_league_maroussi,,unknown,,greek_basket_league,https://www.wikidata.org/wiki/Q1355529,GAP
greek_basket_league_mykonos,,unknown,,greek_basket_league,https://www.wikidata.org/wiki/Q128033708,GAP
greek_basket_league_olympiacos,,unknown,,greek_basket_league,https://www.wikidata.org/wiki/Q847701,GAP
greek_basket_league_panathinaikos,,unknown,,greek_basket_league,https://www.wikidata.org/wiki/Q739287,GAP
greek_basket_league_paok,,unknown,,greek_basket_league,https://www.wikidata.org/wiki/Q1343768,GAP
greek_basket_league_peristeri,,unknown,,greek_basket_league,https://www.wikidata.org/wiki/Q19862455,GAP
greek_basket_league_promitheas,,unknown,,greek_basket_league,https://www.wikidata.org/wiki/Q20055221,GAP
lf_endesa_ferrol,,unknown,,lf_endesa,https://www.wikidata.org/wiki/Q20736183,GAP
lf_endesa_la_seu,,unknown,,lf_endesa,https://www.wikidata.org/wiki/Q3600922,GAP
lf_endesa_celta,,unknown,,lf_endesa,https://www.wikidata.org/wiki/Q3330276,GAP
lf_endesa_ensino,,unknown,,lf_endesa,https://www.wikidata.org/wiki/Q7231325,GAP
lf_endesa_araski,,unknown,,lf_endesa,https://www.wikidata.org/wiki/Q21280692,GAP
lf_endesa_gernika,,unknown,,lf_endesa,https://www.wikidata.org/wiki/Q19947914,GAP
lf_endesa_avenida,,unknown,,lf_endesa,https://www.wikidata.org/wiki/Q2660154,GAP
lf_endesa_girona,,unknown,,lf_endesa,https://www.wikidata.org/wiki/Q4890678,GAP
lf_endesa_valencia,,unknown,,lf_endesa,https://www.wikidata.org/wiki/Q60464673,GAP
lfb_angers,,unknown,,lfb,https://www.wikidata.org/wiki/Q3549990,GAP
lfb_landes,,unknown,,lfb,https://www.wikidata.org/wiki/Q2887227,GAP
lfb_bourges,,unknown,,lfb,https://www.wikidata.org/wiki/Q616041,GAP
lfb_flammes,,unknown,,lfb,https://www.wikidata.org/wiki/Q3073321,GAP
lfb_charnay,,unknown,,lfb,https://www.wikidata.org/wiki/Q3156869,GAP
lfb_chartres,,unknown,,lfb,https://www.wikidata.org/wiki/Q16382668,GAP
lfb_landerneau,,unknown,,lfb,https://www.wikidata.org/wiki/Q21027377,GAP
lfb_lattes,,unknown,,lfb,https://www.wikidata.org/wiki/Q2887232,GAP
lfb_asvel,,unknown,,lfb,https://www.wikidata.org/wiki/Q3549999,GAP
lfb_villeneuve,,unknown,,lfb,https://www.wikidata.org/wiki/Q3046087,GAP
wnbl_adelaide,,unknown,,wnbl,https://www.wikidata.org/wiki/Q2824193,GAP
wnbl_bendigo,,unknown,,wnbl,https://www.wikidata.org/wiki/Q3179109,GAP
wnbl_geelong,,unknown,,wnbl,https://www.wikidata.org/wiki/Q923030,GAP
wnbl_perth,,unknown,,wnbl,https://www.wikidata.org/wiki/Q3376166,GAP
wnbl_southside,,unknown,,wnbl,https://www.wikidata.org/wiki/Q3013412,GAP
wnbl_sydney,,unknown,,wnbl,https://www.wikidata.org/wiki/Q3506848,GAP
wnbl_tasmania,,unknown,,wnbl,https://www.wikidata.org/wiki/Q136085356,GAP
wnbl_townsville,,unknown,,wnbl,https://www.wikidata.org/wiki/Q3535968,GAP
wnbl_canberra,,unknown,,wnbl,https://www.wikidata.org/wiki/Q2936188,GAP
cba_beijing_ducks,,unknown,,cba,https://www.wikidata.org/wiki/Q2627897,GAP
cba_beijing_royal_fighters,,unknown,,cba,https://www.wikidata.org/wiki/Q19329545,GAP
cba_fujian,,unknown,,cba,https://www.wikidata.org/wiki/Q661783,GAP
cba_guangdong,,unknown,,cba,https://www.wikidata.org/wiki/Q2629395,GAP
cba_guangzhou,,unknown,,cba,https://www.wikidata.org/wiki/Q2376602,GAP
cba_jiangsu,,unknown,,cba,https://www.wikidata.org/wiki/Q2608377,GAP
cba_jilin,,unknown,,cba,https://www.wikidata.org/wiki/Q2608720,GAP
cba_liaoning,,unknown,,cba,https://www.wikidata.org/wiki/Q2628340,GAP
cba_nanjing,,unknown,,cba,https://www.wikidata.org/wiki/Q18418539,GAP
cba_ningbo,,unknown,,cba,https://www.wikidata.org/wiki/Q108933283,GAP
cba_qingdao,,unknown,,cba,https://www.wikidata.org/wiki/Q2608439,GAP
cba_shandong,,unknown,,cba,https://www.wikidata.org/wiki/Q2608444,GAP
cba_shanghai,,unknown,,cba,https://www.wikidata.org/wiki/Q2502166,GAP
cba_shanxi,,unknown,,cba,https://www.wikidata.org/wiki/Q2608702,GAP
cba_shenzhen,,unknown,,cba,https://www.wikidata.org/wiki/Q2608725,GAP
cba_sichuan,,unknown,,cba,https://www.wikidata.org/wiki/Q10924945,GAP
cba_tianjin,,unknown,,cba,https://www.wikidata.org/wiki/Q2402556,GAP
cba_xinjiang,,unknown,,cba,https://www.wikidata.org/wiki/Q2375161,GAP
cba_zhejiang_bulls,,unknown,,cba,https://www.wikidata.org/wiki/Q2376573,GAP
cba_zhejiang_lions,,unknown,,cba,https://www.wikidata.org/wiki/Q2608707,GAP
b_league_akita,,unknown,,b_league,https://www.wikidata.org/wiki/Q4701227,GAP
b_league_altiri_chiba,,unknown,,b_league,https://www.wikidata.org/wiki/Q107313713,GAP
b_league_alvark,,unknown,,b_league,https://www.wikidata.org/wiki/Q7830743,GAP
b_league_chiba_jets,,unknown,,b_league,https://www.wikidata.org/wiki/Q18712845,GAP
b_league_gunma,,unknown,,b_league,https://www.wikidata.org/wiki/Q11609530,GAP
b_league_ibaraki,,unknown,,b_league,https://www.wikidata.org/wiki/Q16140652,GAP
b_league_kawasaki,,unknown,,b_league,https://www.wikidata.org/wiki/Q11528238,GAP
b_league_levanga,,unknown,,b_league,https://www.wikidata.org/wiki/Q6534875,GAP
b_league_sendai,,unknown,,b_league,https://www.wikidata.org/wiki/Q7450169,GAP
b_league_sunrockers,,unknown,,b_league,https://www.wikidata.org/wiki/Q139697270,GAP
b_league_toyama,,unknown,,b_league,https://www.wikidata.org/wiki/Q7830578,GAP
b_league_utsunomiya,,unknown,,b_league,https://www.wikidata.org/wiki/Q6554284,GAP
b_league_yokohama,,unknown,,b_league,https://www.wikidata.org/wiki/Q11542875,GAP
b_league_hiroshima,,unknown,,b_league,https://www.wikidata.org/wiki/Q16482313,GAP
b_league_kobe,,unknown,,b_league,https://www.wikidata.org/wiki/Q11392820,GAP
b_league_kyoto,,unknown,,b_league,https://www.wikidata.org/wiki/Q6452149,GAP
b_league_nagasaki,,unknown,,b_league,https://www.wikidata.org/wiki/Q107132152,GAP
b_league_nagoya,,unknown,,b_league,https://www.wikidata.org/wiki/Q11357174,GAP
b_league_osaka,,unknown,,b_league,https://www.wikidata.org/wiki/Q3356907,GAP
b_league_ryukyu,,unknown,,b_league,https://www.wikidata.org/wiki/Q7385534,GAP
b_league_saga,,unknown,,b_league,https://www.wikidata.org/wiki/Q53309521,GAP
b_league_san_en,,unknown,,b_league,https://www.wikidata.org/wiki/Q5644020,GAP
b_league_mikawa,,unknown,,b_league,https://www.wikidata.org/wiki/Q3607220,GAP
b_league_shiga,,unknown,,b_league,https://www.wikidata.org/wiki/Q7496291,GAP
b_league_shimane,,unknown,,b_league,https://www.wikidata.org/wiki/Q7496829,GAP
b_league_shinshu,,unknown,,b_league,https://www.wikidata.org/wiki/Q11386080,GAP
kbl_anyang,,unknown,,kbl,https://www.wikidata.org/wiki/Q485398,GAP
kbl_busan,,unknown,,kbl,https://www.wikidata.org/wiki/Q485411,GAP
kbl_changwon,,unknown,,kbl,https://www.wikidata.org/wiki/Q484762,GAP
kbl_daegu,,unknown,,kbl,https://www.wikidata.org/wiki/Q484557,GAP
kbl_goyang,,unknown,,kbl,https://www.wikidata.org/wiki/Q483748,GAP
kbl_samsung,,unknown,,kbl,https://www.wikidata.org/wiki/Q483074,GAP
kbl_sk,,unknown,,kbl,https://www.wikidata.org/wiki/Q490749,GAP
kbl_suwon,,unknown,,kbl,https://www.wikidata.org/wiki/Q485191,GAP
kbl_ulsan,,unknown,,kbl,https://www.wikidata.org/wiki/Q490947,GAP
kbl_wonju,,unknown,,kbl,https://www.wikidata.org/wiki/Q484120,GAP
nbl_adelaide,,unknown,,nbl,https://www.wikidata.org/wiki/Q2756400,GAP
nbl_brisbane,,unknown,,nbl,https://www.wikidata.org/wiki/Q2925638,GAP
nbl_cairns,,unknown,,nbl,https://www.wikidata.org/wiki/Q589167,GAP
nbl_illawarra,,unknown,,nbl,https://www.wikidata.org/wiki/Q2307447,GAP
nbl_melbourne,,unknown,,nbl,https://www.wikidata.org/wiki/Q2756356,GAP
nbl_nz,,unknown,,nbl,https://www.wikidata.org/wiki/Q2701383,GAP
nbl_perth,,unknown,,nbl,https://www.wikidata.org/wiki/Q2756389,GAP
nbl_se_melbourne,,unknown,,nbl,https://www.wikidata.org/wiki/Q60753752,GAP
nbl_sydney,,unknown,,nbl,https://www.wikidata.org/wiki/Q1174892,GAP
nbl_tasmania,,unknown,,nbl,https://www.wikidata.org/wiki/Q104860401,GAP
bsl_anadolu_efes,,unknown,,bsl,https://www.wikidata.org/wiki/Q483738,GAP
bsl_bahcesehir,,unknown,,bsl,https://www.wikidata.org/wiki/Q55569136,GAP
bsl_bandirma,,unknown,,bsl,https://www.wikidata.org/wiki/Q131444426,GAP
bsl_besiktas,,unknown,,bsl,https://www.wikidata.org/wiki/Q854669,GAP
bsl_bursaspor,,unknown,,bsl,https://www.wikidata.org/wiki/Q25480181,GAP
bsl_cayirova,,unknown,,bsl,https://www.wikidata.org/wiki/Q131401621,GAP
bsl_denizli,,unknown,,bsl,https://www.wikidata.org/wiki/Q65220495,GAP
bsl_erokspor,,unknown,,bsl,https://www.wikidata.org/wiki/Q135213951,GAP
bsl_fenerbahce,,unknown,,bsl,https://www.wikidata.org/wiki/Q239447,GAP
bsl_galatasaray,,unknown,,bsl,https://www.wikidata.org/wiki/Q1420393,GAP
bsl_karsiyaka,,unknown,,bsl,https://www.wikidata.org/wiki/Q1734764,GAP
bsl_korfez,,unknown,,bsl,https://www.wikidata.org/wiki/Q111829850,GAP
bsl_petkim,,unknown,,bsl,https://www.wikidata.org/wiki/Q18712534,GAP
bsl_tofas,,unknown,,bsl,https://www.wikidata.org/wiki/Q2278800,GAP
bsl_trabzonspor,,unknown,,bsl,https://www.wikidata.org/wiki/Q2128426,GAP
bsl_turk_telekom,,unknown,,bsl,https://www.wikidata.org/wiki/Q1781239,GAP
bal_al_ahly,,unknown,,bal,https://www.wikidata.org/wiki/Q4703449,GAP
bal_al_ahly_ly,,unknown,,bal,https://www.wikidata.org/wiki/Q4702161,GAP
bal_asc_dakar,,unknown,,bal,https://www.wikidata.org/wiki/Q106622353,GAP
bal_club_africain,,unknown,,bal,https://www.wikidata.org/wiki/Q2980030,GAP
bal_dar_city,,unknown,,bal,https://www.wikidata.org/wiki/Q136546092,GAP
bal_fus_rabat,,unknown,,bal,https://www.wikidata.org/wiki/Q3063463,GAP
bal_jca_kings,,unknown,,bal,https://www.wikidata.org/wiki/Q137049421,GAP
bal_johannesburg,,unknown,,bal,https://www.wikidata.org/wiki/Q136768155,GAP
bal_maktown,,unknown,,bal,https://www.wikidata.org/wiki/Q137591221,GAP
bal_nairobi,,unknown,,bal,https://www.wikidata.org/wiki/Q124357752,GAP
bal_petro,,unknown,,bal,https://www.wikidata.org/wiki/Q2869505,GAP
bal_rssb,,unknown,,bal,https://www.wikidata.org/wiki/Q125293328,GAP
wcba_beijing,,unknown,,wcba,https://www.wikidata.org/wiki/Q16382735,GAP
wcba_guangdong,,unknown,,wcba,https://www.wikidata.org/wiki/Q16640392,GAP
wcba_hebei,,unknown,,wcba,https://www.wikidata.org/wiki/Q60746723,GAP
wcba_heilongjiang,,unknown,,wcba,https://www.wikidata.org/wiki/Q16641492,GAP
wcba_henan,,unknown,,wcba,https://www.wikidata.org/wiki/Q16641536,GAP
wcba_inner_mongolia,,unknown,,wcba,https://www.wikidata.org/wiki/Q141215976,GAP
wcba_jiangsu,,unknown,,wcba,https://www.wikidata.org/wiki/Q16645866,GAP
wcba_liaoning,,unknown,,wcba,https://www.wikidata.org/wiki/Q6540145,GAP
wcba_shaanxi,,unknown,,wcba,https://www.wikidata.org/wiki/Q60635567,GAP
wcba_shandong,,unknown,,wcba,https://www.wikidata.org/wiki/Q60774171,GAP
wcba_shanghai,,unknown,,wcba,https://www.wikidata.org/wiki/Q3481397,GAP
